SIT,CNPJ_CIA,DENOM_SOCIAL,MUN,CEP,CD_CVM,DT_REG,DT_INI_SIT,SETOR_ATIV,CONTROLE_ACIONARIO,TP_ENDER,UF
CANCELADA,01.624.528/0001-02,SOCIEDADE PART CIMENTEIRAS SA,SÃO PAULO,5.805e+06,16217,1997-04-18 00:00:00,1998-06-29 00:00:00,"Construção Civil, Mat. Constr. e Decoração",ESTRANGEIRO,SEDE,SP
CANCELADA,51.936.094/0001-46,SOFIMA SA,SÃO PAULO,1.044e+06,13129,1987-01-12 00:00:00,1996-01-05 00:00:00,Outras Atividades Industriais,PRIVADO,SEDE,SP
CANCELADA,62.816.426/0001-75,SOGERAL LEASING SA ARREND MERC,BARUERI,6.45401e+06,10855,1983-11-07 00:00:00,2000-01-18 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
CANCELADA,32.286.411/0001-81,SOLA SA INDS ALIMENTICIAS,TRÊS RIOS,2.58202e+07,14710,1995-01-10 00:00:00,2011-04-08 00:00:00,Alimentos,PRIVADO,SEDE,RJ
CANCELADA,05.615.334/0001-93,SOLAE DO BRASIL HOLDINGS SA,SÃO PAULO,5.8049e+06,19410,2003-07-15 00:00:00,2003-11-13 00:00:00,Emp. Adm. Participações,ESTRANGEIRO HOLDING,SEDE,SP
ATIVO,41.052.420/0001-07,SOLAR BEBIDAS S.A.,FORTALEZA,6.08113e+07,27014,2022-11-11 00:00:00,2022-11-11 00:00:00,Bebidas e Fumo,PRIVADO,SEDE,CE
CANCELADA,01.368.194/0001-45,SOLE DO BRASIL S.A. TELECOMUNICAÇÕES E COMERCIO EXTERIOR,SÃO PAULO,5.42406e+06,16004,1996-12-26 00:00:00,2010-01-04 00:00:00,Telecomunicações,PRIVADO,SEDE,SP
ATIVO,40.263.170/0001-83,SOLVI ESSENCIS AMBIENTAL S.A.,SÃO PAULO,5.348e+06,27073,2023-01-10 00:00:00,2023-01-10 00:00:00,"Saneamento, Serv. Água e Gás",PRIVADO,SEDE,SP
CANCELADA,02.541.982/0001-54,SOMOS EDUCAÇÃO S.A.,SÃO PAULO,5.4259e+06,22551,2011-07-22 00:00:00,2019-05-22 00:00:00,Gráficas e Editoras,PRIVADO,SEDE,SP
CANCELADA,93.209.765/0001-17,SONAE DISTRIBUIÇÃO BRASIL SA,PORTO ALEGRE,9.02302e+07,16055,1997-01-17 00:00:00,1998-11-24 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,RS
CANCELADA,02.594.251/0001-77,SONDIS BRASIL SA,SÃO PAULO,4.734e+06,17981,1998-12-02 00:00:00,2000-02-03 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,SP
ATIVO,33.386.210/0001-19,SONDOTECNICA ENGENHARIA SOLOS S.A.,RIO DE JANEIRO,2.22709e+07,10880,1980-08-19 00:00:00,1980-08-19 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,RJ
CANCELADA,60.840.683/0001-17,SOPAVE SA SOC PAUL DE VEICULOS,SÃO PAULO,4.262e+06,10898,1977-07-20 00:00:00,1991-06-07 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP
CANCELADA,61.088.795/0001-26,SORANA COML E IMPORTADORA SA,SÃO PAULO,2.511e+06,10901,1977-07-20 00:00:00,1988-09-08 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP
CANCELADA,33.081.712/0001-31,SOTREQ SA TRATORES E EQUIPS,RIO DE JANEIRO,2.103e+07,10910,1982-08-24 00:00:00,1987-06-18 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,RJ
CANCELADA,60.688.256/0001-65,SOUTO VIDIGAL SA,SÃO PAULO,5.303e+06,9547,1969-12-16 00:00:00,2004-03-11 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,SP
CANCELADA,33.009.911/0001-39,SOUZA CRUZ SA,RIO DE JANEIRO,2.00919e+07,4057,1969-09-18 00:00:00,2015-12-01 00:00:00,Bebidas e Fumo,ESTRANGEIRO,SEDE,RJ
CANCELADA,19.511.433/0001-30,SPE AKRO SECURITIZADORA S.A.,RIO DE JANEIRO,2.26401e+07,23361,2014-03-26 00:00:00,2015-07-07 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,RJ
ATIVO,48.710.127/0001-20,SPE NOVO NORTE AEROPORTOS S.A,BELÉM,6.61156e+07,27758,2025-01-16 00:00:00,2025-01-16 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SEDE,PA
CANCELADA,08.064.412/0001-05,SPERB DO NE SA IND TEXTIL,PARNAMIRIM,5.915e+07,10936,1977-09-27 00:00:00,2005-03-22 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,RN
CANCELADA,33.000.522/0001-42,SPERRY SA,RIO DE JANEIRO,2.0044e+07,10944,1982-08-02 00:00:00,1985-05-21 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",ESTRANGEIRO,SEDE,RJ
CANCELADA,45.397.007/0001-27,SPLICE DO BRASIL TELEC  E ELETRONICA S/A,VOTORANTIM,1.81109e+07,16489,1997-10-07 00:00:00,2003-11-12 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP
CANCELADA,10.948.651/0001-61,SPRINGER CARRIER NE SA,RIO DE JANEIRO,5.34e+07,10952,1977-07-20 00:00:00,1985-06-18 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,RJ
CANCELADA,92.929.520/0001-00,SPRINGER SA,COTIA,6.71128e+06,10960,1968-10-24 00:00:00,2020-12-15 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP
CANCELADA,07.718.269/0001-57,SPRINGS GLOBAL PARTICIPAÇÕES S/A - EM RECUPERAÇÃO JUDICIAL,MONTES CLAROS,3.9404e+07,20966,2007-07-25 00:00:00,2026-01-09 00:00:00,Emp. Adm. Part. - Têxtil e Vestuário,PRIVADO HOLDING,SEDE,MG
CANCELADA,59.290.239/0001-96,SPSCS INDUSTRIAL SA,SÃO PAULO,4.18502e+06,1953,1977-07-20 00:00:00,2010-01-04 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP
CANCELADA,01.328.630/0001-52,ST MICHEL SA,CURITIBA,8.005e+07,15725,1996-09-10 00:00:00,2006-03-14 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,PR
CANCELADA,33.460.635/0001-20,STANDARD ELETRONICA SA,RIO DE JANEIRO,2.122e+07,10979,1982-07-13 00:00:00,1991-04-12 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,RJ
CANCELADA,91.495.499/0001-00,STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS,NÃO-ME-TOQUE,9.947e+07,24201,2017-09-18 00:00:00,2022-08-02 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO HOLDING,SEDE,RS
CANCELADA,00.622.416/0001-41,STATKRAFT ENERGIAS RENOVÁVEIS S.A.,FLORIANÓPOLIS,8.8032e+07,22594,2011-09-19 00:00:00,2024-11-14 00:00:00,Energia Elétrica,PRIVADO,SEDE,SC
CANCELADA,12.592.746/0001-10,STEIN SP II PARTICIPAÇÕES S.A.,SÃO PAULO,1.241e+06,22292,2010-12-16 00:00:00,2012-10-29 00:00:00,Emp. Adm. Part. - Petróleo e Gás,PRIVADO HOLDING,SEDE,SP
CANCELADA,78.363.322/0001-92,STEVIAFARMA INDUSTRIAL SA,MARINGÁ,8.7002e+07,13153,1987-04-15 00:00:00,2005-08-02 00:00:00,Farmacêutico e Higiene,PRIVADO,SEDE,PR
CANCELADA,02.286.509/0001-78,SUBESTAÇÃO ELETROMETRÔ S/A,RIO DE JANEIRO,2.225e+07,17787,1998-09-25 00:00:00,2015-03-04 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,RJ
CANCELADA,02.930.076/0001-41,SUBMARINO S/A,OSASCO,6.21011e+06,19682,2005-03-29 00:00:00,2006-12-13 00:00:00,Comércio (Atacado e Varejo),ESTRANGEIRO,SEDE,SP
ATIVO,02.062.747/0001-08,SUDESTE SA,RIO DE JANEIRO,2.002e+07,16586,1997-11-10 00:00:00,1997-11-10 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,RJ
CANCELADA,60.894.110/0001-76,SUDESTE SA IND E COMERCIO,SÃO PAULO,1.03e+06,10995,1971-04-07 00:00:00,2005-12-20 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,SP
SUSPENSO(A) - DECISÃO ADM,13.584.310/0001-42,SUGOI S.A.,SÃO PAULO,4.53308e+06,23957,2016-07-19 00:00:00,2025-11-24 00:00:00,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",PRIVADO,SEDE,SP
ATIVO,01.957.772/0001-89,SUL 116 PARTICIPAÇÕES S.A.,RIO DE JANEIRO,2.00409e+07,16438,1997-09-03 00:00:00,2023-11-17 00:00:00,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,SEDE,RJ
CANCELADA,33.040.924/0001-70,SUL AMERICA CAPITALIZACAO S.A.,RIO DE JANEIRO,2.0071e+07,11002,1977-07-20 00:00:00,2004-11-29 00:00:00,Seguradoras e Corretoras,PRIVADO,SEDE,RJ
CANCELADA,33.041.062/0001-09,SUL AMERICA CIA NACL SEGUROS,RIO DE JANEIRO,2.0091e+07,11010,1977-07-20 00:00:00,2008-05-12 00:00:00,Seguradoras e Corretoras,PRIVADO,SEDE,RJ
CANCELADA,29.978.814/0001-87,SUL AMERICA S/A,RIO DE JANEIRO,2.02119e+07,21121,2007-10-03 00:00:00,2022-04-14 00:00:00,Emp. Adm. Part. - Seguradoras e Corretoras,PRIVADO,SEDE,RJ
CANCELADA,29.978.814/0001-87,SUL AMERICA S/A,RIO DE JANEIRO,2.02119e+07,21121,2007-10-03 00:00:00,2022-04-14 00:00:00,Emp. Adm. Part. - Seguradoras e Corretoras,PRIVADO,SEDE,RJ
CANCELADA,92.664.937/0001-80,Sul América Santa Cruz Participações S.A.,RIO DE JANEIRO,2.0091e+07,10413,1977-07-20 00:00:00,1998-05-06 00:00:00,Seguradoras e Corretoras,PRIVADO,SEDE,RJ
CANCELADA,92.659.945/0001-38,SUL BRASILEIRO COM IMP EXP SA,NOVO HAMBURGO,9.33321e+07,11037,1977-07-20 00:00:00,2000-05-19 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,RS
CANCELADA,89.425.623/0001-10,"SUL BRASILEIRO CRED.,FINANC.E",PORTO ALEGRE,9e+07,11045,1971-07-22 00:00:00,1986-01-10 00:00:00,Crédito Imobiliário,PRIVADO,SEDE,RS
CANCELADA,11.181.400/0001-67,SUL INVEST SECURITIZADORA S.A.,CURITIBA,8.006e+07,23345,2014-02-26 00:00:00,2016-08-10 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,PR
CANCELADA,01.585.482/0001-51,SUL LOGISTICA SA,RIO DE JANEIRO,2.00579e+07,16144,1997-02-26 00:00:00,1999-12-13 00:00:00,Emp. Adm. Participações,ESTRANGEIRO,SEDE,RJ
CANCELADA,00.601.634/0001-08,SULABENTURES SA,SÃO PAULO,5.67916e+06,15008,1995-08-16 00:00:00,2002-09-19 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,SP
CANCELADA,42.363.150/0001-00,SULFAB CIA SULFOQUIMICA DA BA,CAMAÇARI,4.281e+07,11053,1974-10-17 00:00:00,1993-04-19 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,BA
CANCELADA,92.692.433/0001-73,SULINA ALIMENTOS SA,SÃO PAULO,4.502e+06,6254,1977-07-20 00:00:00,1990-06-28 00:00:00,Alimentos,PRIVADO,SEDE,SP
CANCELADA,72.129.083/0001-24,SUPERAGRO SA FERT INSETICIDAS,CAMPO LIMPO PAULISTA,1.323e+07,11061,1972-11-22 00:00:00,2010-01-04 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,SP
CANCELADA,92.192.509/0001-00,SUPERMERCADOS REAL SA,PORTO ALEGRE,9.02302e+07,7820,1977-07-20 00:00:00,1994-11-18 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,RS
CANCELADA,02.735.385/0001-60,SUPERVIA CONCESS. DE TRANPORTE FERR. S/A,RIO DE JANEIRO,2.021e+07,18880,2001-02-20 00:00:00,2001-06-11 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,RJ
CANCELADA,29.499.464/0001-76,SURAMIC S R A M IND COM SA,RIO DE JANEIRO,2.0761e+07,11096,1981-11-30 00:00:00,1985-09-17 00:00:00,Emp. Adm. Participações,ESTRANGEIRO,SEDE,RJ
ATIVO,60.651.809/0001-05,SUZANO HOLDING S.A.,SÃO PAULO,1.45292e+06,9067,1982-03-11 00:00:00,1982-03-11 00:00:00,Emp. Adm. Part. - Papel e Celulose,PRIVADO,SEDE,SP
ATIVO,16.404.287/0001-55,SUZANO S.A.,SALVADOR,4.181e+07,13986,1992-04-15 00:00:00,1992-04-15 00:00:00,Papel e Celulose,PRIVADO,SEDE,BA
CANCELADA,61.143.772/0001-77,SV ENGENHARIA SA,RIO DE JANEIRO,2.01199e+07,12998,1986-09-10 00:00:00,1997-12-17 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,RJ
ATIVO,08.801.621/0001-86,SYN PROP & TECH S.A.,SÃO PAULO,4.53813e+06,21040,2007-08-01 00:00:00,2007-08-01 00:00:00,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",PRIVADO,SEDE,SP
ATIVO,08.801.621/0001-86,SYN PROP & TECH S.A.,SÃO PAULO,4.53813e+06,21040,2007-08-01 00:00:00,2007-08-01 00:00:00,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",PRIVADO,SEDE,SP
CANCELADA,08.320.244/0001-63,T BARRETO IND COM SA,NATAL,5.9e+07,11118,1971-10-05 00:00:00,2006-03-21 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,RN
CANCELADA,02.860.694/0001-62,T4F ENTRETENIMENTO SA,SÃO PAULO,5.411e+06,21326,2008-02-11 00:00:00,2009-01-15 00:00:00,Brinquedos e Lazer,PRIVADO,SEDE,SP
ATIVO,02.860.694/0001-62,T4F ENTRETENIMENTO SA,SÃO PAULO,5.411e+06,22454,2011-04-11 00:00:00,2011-04-11 00:00:00,Brinquedos e Lazer,PRIVADO,SEDE,SP
CANCELADA,28.573.830/0001-27,TAIPE TRANCOSO EMPREENDIMENTOS S/A,PORTO SEGURO,4.581e+07,20508,2007-02-07 00:00:00,2016-03-11 00:00:00,Hospedagem e Turismo,PRIVADO,SEDE,BA
CANCELADA,01.832.635/0001-18,TAM S.A.,SÃO PAULO,4.072e+06,16390,1997-08-08 00:00:00,2012-07-18 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP
CANCELADA,47.893.664/0001-90,TAM TRANSP AEREOS REGIONAIS SA,SÃO PAULO,4.072e+06,12297,1985-03-11 00:00:00,2000-11-30 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP
ATIVO,27.967.244/0001-02,TAPAJÓS TRANSMISSORA DE ENERGIA S.A.,RIO DE JANEIRO,2.222e+07,24481,2018-06-28 00:00:00,2018-06-28 00:00:00,Energia Elétrica,PRIVADO,SEDE,RJ
CANCELADA,05.341.549/0001-63,TARPON INVESTIMENTOS S/A,SÃO PAULO,1.45101e+06,21717,2009-05-21 00:00:00,2019-07-17 00:00:00,Emp. Adm. Part. - Intermediação Financeira,PRIVADO HOLDING,SEDE,SP
ATIVO,92.781.335/0001-02,TAURUS ARMAS S.A.,SÃO LEOPOLDO,9.30354e+07,6173,1982-03-02 00:00:00,1982-03-02 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,RS
ATIVO,92.781.335/0001-02,TAURUS ARMAS S.A.,SÃO LEOPOLDO,9.30354e+07,6173,1982-03-02 00:00:00,1982-03-02 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,RS
ATIVO,26.345.998/0001-50,TC S.A.,SÃO PAULO,4.5439e+06,26077,2021-07-26 00:00:00,2021-07-26 00:00:00,Comunicação e Informática,PRIVADO,SEDE,SP
CANCELADA,67.437.434/0001-24,TC SECURITIES CIA DE SECURITIZAÇÃO,SANTA RITA DO PASSA QUATRO,1.367e+07,20389,2006-12-15 00:00:00,2018-03-19 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
CANCELADA,02.558.132/0001-69,TCO CELULAR PARTICIPAÇÕES  S/A,BRASÍLIA,7.03029e+07,17612,1998-08-18 00:00:00,2006-05-16 00:00:00,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,SEDE,DF
CANCELADA,12.919.786/0001-24,TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.,PARANAGUÁ,8.32216e+07,24066,2016-10-27 00:00:00,2025-05-23 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,PR
CANCELADA,22.770.366/0001-82,TEC TOY S/A,MANAUS,6.9075e+07,14133,1993-06-21 00:00:00,2019-08-01 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,AM
CANCELADA,10.972.032/0001-02,TECANOR SA TEXTIL CATAR DO NE,PAULISTA,5.341e+07,11126,1971-11-11 00:00:00,1991-10-01 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,PE
ATIVO,08.424.178/0001-71,TECBLU - TECELAGEM BLUMENAU S/A.,PARNAMIRIM,5.91491e+07,11215,1971-04-28 00:00:00,1971-04-28 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,RN
CANCELADA,84.228.055/0001-43,TECELAGEM MALHARIA INDAIAL SA,INDAIAL,8.913e+07,11134,1968-10-29 00:00:00,1986-11-13 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,SC
CANCELADA,92.672.203/0001-42,TECHNOS RELOGIOS SA,RIO DE JANEIRO,2.264e+07,11169,1977-07-20 00:00:00,2005-04-18 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,RJ
ATIVO,09.295.063/0001-97,TECHNOS SA,RIO DE JANEIRO,2.26401e+07,22519,2011-06-28 00:00:00,2011-06-28 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,RJ
ATIVO,17.359.233/0001-88,TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.,CONTAGEM,3.21502e+07,26760,2022-04-27 00:00:00,2022-04-27 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,MG
ATIVO,08.065.557/0001-12,TECNISA S/A,SÃO PAULO,1.14006e+06,20435,2007-01-09 00:00:00,2007-01-09 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP
ATIVO,08.065.557/0001-12,TECNISA S/A,SÃO PAULO,1.14006e+06,20435,2007-01-09 00:00:00,2007-01-09 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP
CANCELADA,13.720.879/0001-98,TECNO WASTE S.A.,CURITIBA,8.00401e+07,23051,2013-02-25 00:00:00,2016-01-07 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,PR
ATIVO,08.100.057/0001-74,TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.,SÃO BERNARDO DO CAMPO,9.86217e+06,27847,2025-07-01 00:00:00,2025-07-01 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP
CANCELADA,61.388.310/0001-10,TECNOMONT PROJS MONTS INDLS SA,SÃO PAULO,5.161e+06,11193,1982-07-08 00:00:00,1987-05-14 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP
CANCELADA,55.833.909/0001-12,TECPART PARTS E EMPREENDS SA,SÃO PAULO,4.795e+06,13102,1986-12-12 00:00:00,1992-11-12 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,SP
CANCELADA,00.299.045/0001-09,TEGENER PARTICIPACOES SA,RIO DE JANEIRO,2.0011e+07,14702,1994-12-28 00:00:00,2001-04-06 00:00:00,Emp. Adm. Participações,ESTRANGEIRO,SEDE,RJ
ATIVO,02.351.144/0001-18,TEGMA GESTÃO LOGÍSTICA SA,SÃO BERNARDO DO CAMPO,9.82066e+06,20800,2007-06-28 00:00:00,2007-06-28 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP
ATIVO,30.213.493/0001-09,TEGRA INCORPORADORA S.A.,SÃO PAULO,4.794e+06,25844,2021-05-12 00:00:00,2021-05-12 00:00:00,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",PRIVADO,SEDE,SP
SUSPENSO(A) - DECISÃO ADM,82.636.986/0001-55,TEKA TECELAGEM KUEHNRICH SA - EM RECUPERAÇÃO JUDICIAL,BLUMENAU,8.90529e+07,11223,1969-12-04 00:00:00,2026-05-19 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,SC
CANCELADA,33.467.572/0001-34,TEKNO S.A. INDÚSTRIA E COMÉRCIO,GUARATINGUETÁ,1.2522e+07,11231,1977-07-20 00:00:00,2026-05-14 00:00:00,Emp. Adm. Part. - Metalurgia e Siderurgia,PRIVADO,SEDE,SP
CANCELADA,02.369.651/0001-89,TELAIMA CELULAR SA,BOA VISTA,6.93012e+07,17094,1998-05-06 00:00:00,2000-11-17 00:00:00,Telecomunicações,PRIVADO HOLDING,SEDE,RR
CANCELADA,02.322.103/0001-01,TELAMAZON CELULAR SA,MANAUS,6.90053e+07,17108,1998-05-06 00:00:00,2000-11-17 00:00:00,Telecomunicações,PRIVADO,SEDE,AM
CANCELADA,02.328.592/0001-09,TELASA CELULAR SA,MACEIÓ,5.70204e+07,17116,1998-05-06 00:00:00,2004-01-30 00:00:00,Telecomunicações,PRIVADO,SEDE,AL
CANCELADA,02.558.144/0001-93,TELE LESTE CELULAR PARTICIPAÇÕES SA,SÃO PAULO,4.707e+06,17698,1998-08-19 00:00:00,2006-02-22 00:00:00,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,SEDE,SP
CANCELADA,02.558.156/0001-18,TELE NORDESTE CELULAR PARTICIPAÇÕES SA,JABOATÃO DOS GUARARAPES,5.44102e+07,17663,1998-08-19 00:00:00,2004-08-19 00:00:00,Emp. Adm. Participações,PRIVADO HOLDING,SEDE,PE
CANCELADA,02.558.154/0001-29,TELE NORTE CELULAR PARTICIPAÇÕES SA,RIO DE JANEIRO,2.228e+07,17604,1998-08-18 00:00:00,2013-01-07 00:00:00,Telecomunicações,PRIVADO HOLDING,SEDE,RJ
CANCELADA,02.558.134/0001-58,TELE NORTE LESTE PARTICIPAÇÕES SA,RIO DE JANEIRO,2.24302e+07,17655,1998-08-19 00:00:00,2012-02-27 00:00:00,Telecomunicações,PRIVADO HOLDING,SEDE,RJ
CANCELADA,02.558.129/0001-45,TELE SUDESTE CELULAR PARTICIPAÇÕES SA,RIO DE JANEIRO,2.225e+07,17620,1998-08-19 00:00:00,2006-02-22 00:00:00,Emp. Adm. Part. - Telecomunicações,PRIVADO,SEDE,RJ
CANCELADA,02.332.982/0001-44,TELEACRE CELULAR SA,RIO BRANCO,6.99001e+07,17124,1998-05-06 00:00:00,2000-05-19 00:00:00,Telecomunicações,ESTATAL,SEDE,AC
CANCELADA,02.333.355/0001-28,TELEAMAPÁ CELULAR SA,MACAPÁ,6.89e+07,17132,1998-05-06 00:00:00,2000-11-17 00:00:00,Telecomunicações,PRIVADO HOLDING,SEDE,AP
CANCELADA,02.331.879/0001-80,TELEBAHIA CELULAR SA,SALVADOR,4.115e+07,17140,1998-05-06 00:00:00,2001-04-27 00:00:00,Telecomunicações,PRIVADO HOLDING,SEDE,BA
CANCELADA,02.320.032/0001-08,TELEBRASÍLIA CELULAR SA,BRASÍLIA,7.03029e+07,17159,1998-05-06 00:00:00,2002-04-26 00:00:00,Telecomunicações,PRIVADO,SEDE,DF
ATIVO,00.336.701/0001-04,TELEC. BRASILEIRAS S.A. - TELEBRÁS,BRASÍLIA,7.06104e+07,11258,1981-01-21 00:00:00,1981-01-21 00:00:00,Telecomunicações,ESTATAL,SEDE,DF
CANCELADA,02.338.114/0001-71,TELECEARÁ CELULAR SA,FORTALEZA,6.012e+07,17167,1998-05-06 00:00:00,2004-01-30 00:00:00,Telecomunicações,PRIVADO,SEDE,CE
CANCELADA,00.058.578/0001-07,TELECOM BRASILIA SA,BRASÍLIA,7.12e+07,11274,1976-12-14 00:00:00,2000-02-28 00:00:00,Telecomunicações,PRIVADO HOLDING,SEDE,DF
CANCELADA,43.642.727/0001-85,TELECOM SAO PAULO SA,SÃO PAULO,1.3219e+06,11290,1975-07-29 00:00:00,2000-04-07 00:00:00,Telecomunicações,ESTATAL,SEDE,SP
CANCELADA,83.897.223/0001-20,TELECOM STA CATARINA SA,FLORIANÓPOLIS,8.80359e+07,17833,1998-10-05 00:00:00,2000-02-28 00:00:00,Telecomunicações,PRIVADO,SEDE,SC
CANCELADA,28.140.226/0001-07,TELECOMUNICAÇÕES  ESP SANTO S A - TELEST,VITÓRIA,2.90161e+07,11304,1969-05-28 00:00:00,2001-08-02 00:00:00,Telecomunicações,PRIVADO,SEDE,ES
CANCELADA,15.137.276/0001-93,TELECOMUNICAÇÕES BAHIA SA,SALVADOR,4.11569e+07,11266,1959-07-17 00:00:00,2001-08-02 00:00:00,Telecomunicações,PRIVADO,SEDE,BA
CANCELADA,17.184.201/0001-99,TELECOMUNICAÇÕES MINAS GERAIS SA,BELO HORIZONTE,3.013e+07,11282,1969-05-26 00:00:00,2001-08-02 00:00:00,Telecomunicações,PRIVADO,SEDE,MG
ATIVO,02.558.157/0001-62,TELEFÔNICA BRASIL S.A.,SÃO PAULO,4.57194e+06,17671,1998-08-19 00:00:00,1998-08-19 00:00:00,Telecomunicações,PRIVADO,SEDE,SP
CANCELADA,04.295.166/0001-33,TELEFONICA DATA BRASIL HOLDING SA,SÃO PAULO,1.451e+07,18937,2001-05-08 00:00:00,2006-04-28 00:00:00,Telecomunicações,PRIVADO HOLDING,SEDE,SP
CANCELADA,02.341.506/0001-90,TELEGOIAS CELULAR SA,GOIÂNIA,7.4115e+07,17175,1998-05-06 00:00:00,2001-12-17 00:00:00,Telecomunicações,PRIVADO,SEDE,GO
CANCELADA,48.695.928/0001-64,TELEINVEST PARTICIPACOES SA,SÃO PAULO,5.46001e+06,3565,1982-12-17 00:00:00,1994-11-11 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,SP
CANCELADA,33.000.118/0001-79,TELEMAR NORTE LESTE SA,RIO DE JANEIRO,2.228e+07,11320,1979-12-12 00:00:00,2012-05-11 00:00:00,Telecomunicações,PRIVADO,SEDE,RJ
CANCELADA,33.000.118/0001-79,TELEMAR NORTE LESTE SA,RIO DE JANEIRO,2.228e+07,11320,1979-12-12 00:00:00,2012-05-11 00:00:00,Telecomunicações,PRIVADO,SEDE,RJ
CANCELADA,02.107.946/0001-87,TELEMAR PARTICIPAÇÕES SA,RIO DE JANEIRO,2.225e+07,18678,2000-07-11 00:00:00,2015-09-01 00:00:00,Emp. Adm. Part. - Telecomunicações,PRIVADO,SEDE,RJ
CANCELADA,02.340.817/0001-34,TELEMAT CELULAR SA,ABADIA DOS DOURADOS,7.80051e+07,17205,1998-05-06 00:00:00,2000-05-19 00:00:00,Telecomunicações,ESTATAL,SEDE,MT
