SIT,CNPJ_CIA,DENOM_SOCIAL,MUN,CEP,CD_CVM,DT_REG,DT_INI_SIT,SETOR_ATIV,CONTROLE_ACIONARIO,TP_ENDER,UF
ATIVO,01.107.327/0001-20,BBM LOGÍSTICA S.A.,SÃO JOSÉ DOS PINHAIS,8.30054e+07,24660,2019-02-27 00:00:00,2019-02-27 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,PR
ATIVO,01.107.327/0001-20,BBM LOGÍSTICA S.A.,SÃO JOSÉ DOS PINHAIS,8.30054e+07,24660,2019-02-27 00:00:00,2019-02-27 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,PR
CANCELADA,00.162.760/0001-03,BBV LEASING BRASIL SA ARR MERC,BARUERI,6.455e+06,14842,1995-04-27 00:00:00,1999-07-01 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
CANCELADA,19.276.528/0001-16,BCBF PARTICIPAÇÕES S.A.,SÃO PAULO,1.3111e+06,24775,2019-09-16 00:00:00,2023-05-25 00:00:00,Emp. Adm. Part. - Serviços médicos,PRIVADO,SEDE,SP
CANCELADA,60.885.100/0001-74,BCO AUXILIAR SA,SÃO PAULO,1.014e+06,809,1969-12-02 00:00:00,1991-01-30 00:00:00,Bancos,PRIVADO,SEDE,SP
CANCELADA,76.484.575/0001-99,BCO BAMERINDUS INVS SA,CURITIBA,8.15e+07,817,1977-07-20 00:00:00,1988-11-10 00:00:00,Bancos,PRIVADO,SEDE,PR
CANCELADA,60.885.092/0001-66,BCO BRADESCO INVESTIMENTO SA,OSASCO,6.029e+06,884,1977-07-20 00:00:00,1992-11-26 00:00:00,Bancos,PRIVADO,SEDE,SP
CANCELADA,33.132.044/0001-24,BCO CEDULA SA,RIO DE JANEIRO,2.005e+07,2380,1977-07-20 00:00:00,1992-09-22 00:00:00,Bancos,PRIVADO,SEDE,RJ
CANCELADA,13.007.703/0001-93,BCO CREDIPLAN SA,SÃO PAULO,1.22002e+06,973,1977-07-20 00:00:00,1996-07-10 00:00:00,Bancos,PRIVADO,SEDE,SP
CANCELADA,61.100.046/0001-77,BCO INV AMERICA SUL SA,SÃO PAULO,1.318e+06,990,1977-07-20 00:00:00,1989-05-19 00:00:00,Bancos,PRIVADO,SEDE,SP
CANCELADA,17.180.399/0001-32,BCO MAISONNAVE DE INV SA,PORTO ALEGRE,9e+07,1295,1976-05-21 00:00:00,1989-01-10 00:00:00,Bancos,PRIVADO,SEDE,RS
CANCELADA,33.222.241/0001-34,BCO NACIONAL INVS SA,RIO DE JANEIRO,2.004e+07,1341,1977-07-20 00:00:00,1991-06-18 00:00:00,Bancos,PRIVADO,SEDE,RJ
CANCELADA,61.391.090/0001-83,BCO SAVENA SA,SÃO PAULO,1.014e+06,1414,1977-07-20 00:00:00,1984-12-28 00:00:00,Bancos,PRIVADO,SEDE,SP
CANCELADA,87.125.019/0001-42,BCO SUL BRASILEIRO SA,PORTO ALEGRE,9e+07,1430,1973-02-20 00:00:00,1985-06-10 00:00:00,Bancos,PRIVADO,SEDE,RS
CANCELADA,40.432.544/0001-47,BCP S/A,SÃO PAULO,4.56591e+06,18600,2000-02-16 00:00:00,2004-06-18 00:00:00,Telecomunicações,PRIVADO,SEDE,SP
CANCELADA,92.691.328/0001-10,BCR BCO CREDITO REAL SA,PORTO ALEGRE,9.00102e+07,965,1977-07-20 00:00:00,1999-02-08 00:00:00,Bancos,PRIVADO,SEDE,RS
CANCELADA,01.608.571/0001-76,BELAPART SA,RIO DE JANEIRO,2.003e+07,16233,1997-04-23 00:00:00,2017-05-26 00:00:00,Emp. Adm. Part. - Crédito Imobiliário,PRIVADO HOLDING,SEDE,RJ
ATIVO,26.845.702/0001-60,BELÉM TRANSMISSORA DE ENERGIA S.A.,RIO DE JANEIRO,2.222e+07,24457,2018-06-14 00:00:00,2018-06-14 00:00:00,Energia Elétrica,PRIVADO,SEDE,RJ
CANCELADA,14.200.618/0001-00,BELEZA PARTICIPAÇÕES SA,SÃO PAULO,1.405e+06,22632,2011-12-12 00:00:00,2018-09-25 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP
ATIVO,52.805.925/0001-03,BELORA RDVC CITY DESENVOLVIMENTO IMOBILIÁRIO S.A.,SÃO PAULO,1.45292e+06,27570,2024-07-25 00:00:00,2024-07-25 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO HOLDING,SEDE,SP
CANCELADA,28.564.391/0001-96,BELPRATO SA,BARRA DO PIRAÍ,2.71306e+07,13480,1989-05-19 00:00:00,2006-03-21 00:00:00,Alimentos,PRIVADO,SEDE,RJ
CANCELADA,82.373.077/0001-71,BEMATECH  S/A,SÃO JOSÉ DOS PINHAIS,8.30553e+07,20656,2007-04-17 00:00:00,2016-02-16 00:00:00,Comunicação e Informática,PRIVADO,SEDE,PR
ATIVO,09.042.817/0001-05,BEMOBI MOBILE TECH S.A.,RIO DE JANEIRO,2.02205e+07,25500,2021-02-08 00:00:00,2021-02-08 00:00:00,Comunicação e Informática,PRIVADO,SEDE,RJ
CANCELADA,61.288.916/0001-83,BENZENEX SA ADUBOS E INSET,OSASCO,6.21011e+06,1635,1971-08-17 00:00:00,1999-03-30 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,SP
CANCELADA,09.400.937/0001-29,BERNA PARTICIPAÇÕES SA,SÃO PAULO,1.405e+06,21563,2008-07-31 00:00:00,2014-08-11 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP
CANCELADA,00.510.570/0001-21,BESC SA ARRENDAMENTO MERCANTIL,SÃO JOSÉ,8.8101e+07,15040,1995-09-19 00:00:00,2010-04-13 00:00:00,Arrendamento Mercantil,ESTATAL,SEDE,SC
CANCELADA,04.381.091/0001-03,BETA SA INDUSTRIA E COMERCIO,SÃO PAULO,1.4269e+06,1660,1980-12-23 00:00:00,2007-11-13 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,SP
CANCELADA,07.021.459/0001-10,BETA SECURITIZADORA S/A,SÃO PAULO,4.55208e+06,19747,2005-05-11 00:00:00,2019-10-30 00:00:00,Securitização de Recebíveis,ESTRANGEIRO,SEDE,SP
ATIVO,02.762.124/0001-30,BETAPART PARTICIPAÇÕES SA,RIO DE JANEIRO,2.002e+07,17884,1998-11-06 00:00:00,1998-11-12 00:00:00,Emp. Adm. Part. - Crédito Imobiliário,PRIVADO HOLDING,SEDE,RJ
CANCELADA,60.627.346/0001-46,BETUMARCO SA ENGENHARIA INDUSTRIA COMERCIO,SÃO BERNARDO DO CAMPO,9.81245e+06,1678,1977-07-20 00:00:00,2006-11-22 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP
CANCELADA,43.425.008/0001-02,BFB LEASING S.A. ARRENDAMENTO MERCANTIL,SÃO PAULO,8.55035e+06,6203,1983-02-21 00:00:00,1991-02-08 00:00:00,Arrendamento Mercantil,ESTRANGEIRO,SEDE,SP
CANCELADA,43.425.008/0001-02,BFB LEASING S.A. ARRENDAMENTO MERCANTIL,SÃO PAULO,8.55035e+06,14052,1992-12-01 00:00:00,2012-05-24 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
CANCELADA,25.635.129/0001-05,BFC BANCO SA,RIO DE JANEIRO,2.004e+07,8796,1977-07-20 00:00:00,1990-07-16 00:00:00,Bancos,PRIVADO,SEDE,RJ
CANCELADA,04.987.555/0001-20,BGPAR SA,SÃO PAULO,4.101e+06,19500,2004-01-06 00:00:00,2011-10-26 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,SP
CANCELADA,08.723.106/0001-25,BHG S.A. - BRAZIL HOSPITALITY GROUP,RIO DE JANEIRO,2.00213e+07,20907,2007-07-12 00:00:00,2015-07-13 00:00:00,Emp. Adm. Part. - Hospedagem e Turismo,PRIVADO,SEDE,RJ
CANCELADA,07.112.325/0001-05,BI CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS,SÃO PAULO,4.55106e+06,19704,2005-04-18 00:00:00,2018-05-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
ATIVO,56.992.423/0001-90,BICICLETAS MONARK SA,INDAIATUBA,1.33474e+07,1694,1971-12-01 00:00:00,1971-12-01 00:00:00,Brinquedos e Lazer,PRIVADO,SEDE,SP
CANCELADA,16.921.603/0001-66,BIOBRAS SA,MONTES CLAROS,3.9404e+07,1708,1974-12-19 00:00:00,2002-11-27 00:00:00,Farmacêutico e Higiene,PRIVADO,SEDE,MG
ATIVO,45.987.245/0001-92,BIOMA EDUCAÇÃO S.A.,SÃO PAULO,4.549e+06,701,1974-01-02 00:00:00,1974-01-02 00:00:00,Emp. Adm. Part. - Educação,PRIVADO,SEDE,SP
ATIVO,04.752.991/0001-10,BIOMM SA,NOVA LIMA,3.4018e+07,19305,2002-08-19 00:00:00,2002-08-19 00:00:00,Farmacêutico e Higiene,PRIVADO,SEDE,MG
ATIVO,04.069.709/0001-02,BIONEXO S.A.,SÃO PAULO,4.543e+06,25925,2021-06-02 00:00:00,2021-06-02 00:00:00,Comunicação e Informática,PRIVADO,SEDE,SP
CANCELADA,15.527.906/0001-36,BIOSEV S.A.,SÃO PAULO,1.45292e+06,22845,2012-07-12 00:00:00,2021-06-25 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",ESTRANGEIRO HOLDING,SEDE,SP
CANCELADA,49.341.506/0001-53,BIRMANN SA COM. E EMPREEND.,SÃO PAULO,1.31e+06,493,1982-08-23 00:00:00,1989-11-03 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP
ATIVO,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,COTIA,6.70503e+06,24627,2019-01-11 00:00:00,2019-01-11 00:00:00,Farmacêutico e Higiene,PRIVADO,SEDE,SP
ATIVO,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,COTIA,6.70503e+06,24627,2019-01-11 00:00:00,2019-01-11 00:00:00,Farmacêutico e Higiene,PRIVADO,SEDE,SP
SUSPENSO(A) - DECISÃO ADM,60.637.238/0001-54,BLUE TECH SOLUTIONS EQI S.A.,SÃO PAULO,5.06901e+06,12319,1985-03-14 00:00:00,2025-06-05 00:00:00,Alimentos,PRIVADO,SEDE,SP
CANCELADA,66.542.002/0001-10,BLUE TREE HOTELS & RESORTS DO BRASIL SA,SÃO PAULO,4.578e+06,17760,1998-09-15 00:00:00,2008-02-01 00:00:00,Hospedagem e Turismo,PRIVADO,SEDE,SP
ATIVO,24.921.465/0001-43,BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A,SÃO PAULO,4.547e+06,26204,2021-09-23 00:00:00,2021-09-23 00:00:00,Brinquedos e Lazer,PRIVADO,SEDE,SP
CANCELADA,20.451.953/0001-83,BLUM COMPANHIA DE SECURITIZAÇÃO DE CRÉDITOS S.A,BARUERI,6.454e+06,23760,2015-11-11 00:00:00,2022-06-01 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
CANCELADA,46.521.357/0001-16,BMD LEASING SA ARREND MERC,SÃO PAULO,1.013e+06,15229,1995-12-13 00:00:00,1998-04-02 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
CANCELADA,34.265.561/0001-34,BMG LEASING S.A. -  ARREND. MERCANTIL,SÃO PAULO,4.53813e+06,1724,1980-12-05 00:00:00,2019-08-12 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
CANCELADA,61.146.577/0001-09,BNC BRAZIL LTDA,SÃO PAULO,4.5711e+06,1007,1977-07-20 00:00:00,2001-08-27 00:00:00,Bancos,ESTRANGEIRO,SEDE,SP
ATIVO,00.383.281/0001-09,BNDES PARTICIPAÇÕES S.A. - BNDESPAR,BRASÍLIA,7.03082e+07,16772,1998-01-13 00:00:00,1998-01-13 00:00:00,Emp. Adm. Part. - Sem Setor Principal,ESTATAL,SEDE,DF
ATIVO,10.807.374/0001-77,BOA SAFRA SEMENTES S.A,FORMOSA,7.3813e+07,25704,2021-04-19 00:00:00,2021-04-19 00:00:00,Alimentos,PRIVADO,SEDE,GO
CANCELADA,11.725.176/0001-27,BOA VISTA SERVIÇOS S.A.,BARUERI,6.46e+06,25135,2020-09-28 00:00:00,2023-10-18 00:00:00,Comunicação e Informática,PRIVADO,SEDE,SP
CANCELADA,42.419.846/0001-00,BOAVISTA SA ARREND MERCANTIL,OSASCO,6.0299e+06,1759,1983-12-23 00:00:00,1989-10-16 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
CANCELADA,42.419.846/0001-00,BOAVISTA SA ARREND MERCANTIL,OSASCO,6.0299e+06,15172,1995-12-11 00:00:00,2003-11-12 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
CANCELADA,33.528.720/0001-83,BOAVISTA SA CRED FIN E INV,RIO DE JANEIRO,2.0091e+07,1732,1977-07-20 00:00:00,1990-06-22 00:00:00,Bancos,PRIVADO,SEDE,RJ
CANCELADA,17.387.473/0001-96,BOCAIUVA TEXTIL SA,BOCAIÚVA,3.939e+07,12270,1971-06-24 00:00:00,1999-03-22 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,MG
CANCELADA,10.894.123/0001-77,BOLERO PARTICIPAÇÕES SA,RIO DE JANEIRO,2.24109e+07,22039,2010-05-27 00:00:00,2015-06-18 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,RJ
CANCELADA,08.936.812/0001-55,BOLSA DE MERCADORIAS & FUTUROS - BM&F S/A,SÃO PAULO,1.0109e+06,21210,2007-11-28 00:00:00,2008-05-08 00:00:00,Bolsas de Valores/Mercadorias e Futuros,PRIVADO,SEDE,SP
CANCELADA,00.257.846/0001-01,BOMBRIL HOLDING SA,SÃO BERNARDO DO CAMPO,9.696e+06,15334,1996-01-12 00:00:00,2011-08-18 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,SP
ATIVO,50.564.053/0001-03,BOMBRIL S.A. - EM RECUPERAÇÃO JUDICIAL,SÃO BERNARDO DO CAMPO,9.696e+06,12190,1984-09-26 00:00:00,1984-09-26 00:00:00,Farmacêutico e Higiene,PRIVADO,SEDE,SP
CANCELADA,97.422.620/0001-50,BOMPREÇO BAHIA SA,SALVADOR,4.03307e+07,14435,1994-06-22 00:00:00,2006-02-17 00:00:00,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO,SEDE,BA
CANCELADA,13.004.510/0001-89,BOMPRECO SA SUPERMERCADO DO NE,RECIFE,5.06709e+07,15202,1995-12-13 00:00:00,2002-02-06 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,PE
CANCELADA,01.269.202/0001-04,BOMPRECO TRUST RECEBIVEIS SA,RECIFE,5.06709e+07,15644,1996-07-12 00:00:00,1999-04-09 00:00:00,Serviços Diversos,PRIVADO,SEDE,PE
ATIVO,02.117.801/0001-67,BONAIRE PARTICIPAÇÕES S.A.- EM LIQUIDAÇÃO,RIO DE JANEIRO,2.2775e+07,16560,1997-11-03 00:00:00,1997-11-03 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,RJ
CANCELADA,84.583.608/0001-86,BONATO SA COM E INDUSTRIA,JOAÇABA,8.96e+07,1775,1977-07-20 00:00:00,1992-03-11 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SC
CANCELADA,60.858.586/0001-51,BONFIGLIOLI COML CONSTRUT SA,SÃO PAULO,1.407e+06,1783,1982-12-20 00:00:00,1991-09-05 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP
CANCELADA,96.734.884/0001-87,BORBONITE SA IND DE BORRACHAS,SÃO LEOPOLDO,9.311e+07,1791,1970-02-26 00:00:00,1992-10-01 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,RS
CANCELADA,91.302.034/0001-96,BORELLA SA IND E COMERCIO,MARAU,9.915e+07,6238,1980-12-03 00:00:00,1987-01-21 00:00:00,Alimentos,PRIVADO,SEDE,RS
CANCELADA,33.323.742/0001-07,BORGHOFF SA,SÃO PAULO,5.03707e+06,1805,1977-07-20 00:00:00,1999-05-07 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,SP
CANCELADA,60.943.388/0001-96,BORLEM SA EMPREEND INDUSTRIAIS,GUARULHOS,7.04205e+06,1813,1981-05-20 00:00:00,1999-03-10 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP
ATIVO,87.870.952/0001-44,BORRACHAS VIPAL S.A.,NOVA PRATA,9.532e+07,26980,2022-10-21 00:00:00,2022-10-21 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,RS
CANCELADA,00.183.435/0001-19,BOSFORO PARTICIPACOES SA,SÃO PAULO,1.141e+06,14591,1994-10-17 00:00:00,1999-09-21 00:00:00,Emp. Adm. Participações,PRIVADO HOLDING,SEDE,SP
CANCELADA,43.458.421/0001-73,BOSTON EXPORTADORA IMPORT SA,SÃO PAULO,1.009e+06,16160,1997-03-10 00:00:00,1998-03-17 00:00:00,Comércio Exterior,PRIVADO,SEDE,SP
CANCELADA,61.087.581/0001-35,BOTUCATU TÊXTIL S. A.,BOTUCATU,1.86084e+07,10987,1982-06-02 00:00:00,2012-07-09 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,SP
CANCELADA,08.695.953/0001-23,BOVESPA HOLDING SA,SÃO PAULO,1.013e+06,21164,2007-10-23 00:00:00,2008-08-29 00:00:00,Bolsas de Valores/Mercadorias e Futuros,PRIVADO HOLDING,SEDE,SP
CANCELADA,15.483.430/0001-89,BPMB I PARTICIPAÇÕES S.A.,SÃO PAULO,4.53813e+06,23108,2013-03-22 00:00:00,2015-09-15 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP
CANCELADA,11.102.250/0001-59,BR HOME CENTERS S.A.,GOIÂNIA,7.42231e+07,23710,2015-09-30 00:00:00,2019-11-08 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,GO
ATIVO,06.977.745/0001-91,BR MALLS PARTICIPAÇOES S.A.,RIO DE JANEIRO,2.24301e+07,19909,2006-01-04 00:00:00,2006-01-04 00:00:00,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO HOLDING,SEDE,RJ
ATIVO,06.977.745/0001-91,BR MALLS PARTICIPAÇOES S.A.,RIO DE JANEIRO,2.24301e+07,19909,2006-01-04 00:00:00,2006-01-04 00:00:00,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO HOLDING,SEDE,RJ
CANCELADA,06.977.751/0001-49,BR PROPERTIES S.A.,SÃO PAULO,4.57891e+06,19925,2006-01-04 00:00:00,2023-12-20 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,SP
CANCELADA,06.977.751/0001-49,BR PROPERTIES S.A.,SÃO PAULO,4.57891e+06,19925,2006-01-04 00:00:00,2023-12-20 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,SP
CANCELADA,14.206.371/0001-39,BR TOWERS SPE1 S.A.,SÃO PAULO,4.551e+06,23205,2013-09-20 00:00:00,2018-12-05 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP
CANCELADA,62.868.302/0001-33,BRADESCO BCN LEASING S/A ARR MERCANTIL,BARUERI,6.453e+06,1600,1977-07-20 00:00:00,2004-09-01 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
CANCELADA,47.509.120/0001-82,BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL,OSASCO,6.0299e+06,12386,1985-06-12 00:00:00,1989-09-15 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
CANCELADA,47.509.120/0001-82,BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL,OSASCO,6.0299e+06,17027,1998-04-06 00:00:00,2001-06-18 00:00:00,Arrendamento Mercantil,PRIVADO HOLDING,SEDE,SP
ATIVO,47.509.120/0001-82,BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL,OSASCO,6.0299e+06,19640,2004-11-24 00:00:00,2004-11-24 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
CANCELADA,43.833.821/0001-11,BRADESCO LEASING S.A. ARREND. MERCANTIL,OSASCO,6.0299e+06,7986,1981-06-24 00:00:00,1989-07-04 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
CANCELADA,43.833.821/0001-11,BRADESCO LEASING S.A. ARREND. MERCANTIL,OSASCO,6.0299e+06,13757,1990-11-27 00:00:00,2003-02-28 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
CANCELADA,60.885.068/0001-27,BRADESCO TURISMO SA ADM E SERV,OSASCO,6.029e+06,1848,1971-04-05 00:00:00,1988-06-15 00:00:00,Hospedagem e Turismo,PRIVADO,SEDE,SP
ATIVO,03.847.461/0001-92,BRADESPAR S/A,SÃO PAULO,4.54301e+06,18724,2000-08-07 00:00:00,2000-08-07 00:00:00,Emp. Adm. Part. - Extração Mineral,PRIVADO HOLDING,SEDE,SP
CANCELADA,61.782.769/0001-01,BRADESPLAN PARTICIPAÇOES SA,OSASCO,6.0299e+06,18180,1999-03-02 00:00:00,2006-02-07 00:00:00,Emp. Adm. Part. - Intermediação Financeira,PRIVADO HOLDING,SEDE,SP
ATIVO,58.119.199/0001-51,BRADSAÚDE S.A.,BARUERI,6.455e+06,20125,2006-06-13 00:00:00,2006-06-13 00:00:00,Serviços Médicos,PRIVADO,SEDE,SP
CANCELADA,68.587.724/0001-17,BRAFCO SA,RIO DE JANEIRO,2.004e+07,14478,1994-07-07 00:00:00,2005-12-20 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,RJ
CANCELADA,17.246.695/0001-99,BRAFER INDL SA PRODS SIDERURG,CONTAGEM,3.20101e+07,1856,1977-07-20 00:00:00,1995-03-07 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,MG
CANCELADA,61.149.084/0001-14,BRAMPAC SA,SÃO PAULO,4.53003e+06,7714,1956-03-14 00:00:00,2000-09-19 00:00:00,Embalagens,PRIVADO,SEDE,SP
CANCELADA,01.187.338/0001-67,BRASCAN IMOBILIARIA SA,RIO DE JANEIRO,2.22999e+07,18147,1999-01-22 00:00:00,2003-07-10 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO HOLDING,SEDE,RJ
CANCELADA,84.489.996/0001-30,BRASIL & MOVIMENTOS S/A,MANAUS,6.90885e+07,20109,2006-06-09 00:00:00,2009-03-30 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,AM
CANCELADA,04.833.448/0001-47,BRASIL BELEM HOTEIS E TURISMO SA,BELÉM,6.6013e+07,1937,1974-08-08 00:00:00,2010-01-04 00:00:00,Hospedagem e Turismo,PRIVADO,SEDE,PA
CANCELADA,66.890.369/0001-25,BRASIL BETON SA,RIO DE JANEIRO,2.0031e+07,13927,1991-10-24 00:00:00,1995-05-25 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,RJ
ATIVO,09.478.309/0001-66,BRASIL BIOFUELS S.A.,SÃO JOÃO DA BALIZA,6.9375e+07,27375,2023-12-15 00:00:00,2023-12-15 00:00:00,Energia Elétrica,PRIVADO,SEDE,RR
CANCELADA,00.311.787/0001-02,BRASIL CENTRAL HOTEIS E TUR SA,SÃO PAULO,1.427e+06,1880,1973-02-28 00:00:00,1998-12-30 00:00:00,Hospedagem e Turismo,PRIVADO,SEDE,SP
CANCELADA,02.457.269/0001-27,BRASIL FERROVIAS S.A.,SÃO PAULO,5.275e+06,17353,1998-06-12 00:00:00,2008-07-17 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP
CANCELADA,33.206.475/0001-98,BRASIL OITICICA S/A,FORTALEZA,6.031e+07,13110,1987-01-09 00:00:00,2005-03-22 00:00:00,Alimentos,PRIVADO,SEDE,CE
CANCELADA,06.022.461/0001-41,BRASIL OLEOS INDUSTRIA COMERCIO SA BRASOLEO,BACABAL,6.57e+07,1899,1977-07-20 00:00:00,2005-12-20 00:00:00,Alimentos,PRIVADO,SEDE,MA
CANCELADA,12.610.764/0001-88,BRASIL PLURAL SECURITIZADORA S.A.,SÃO PAULO,4.533e+06,22233,2010-11-09 00:00:00,2018-04-30 00:00:00,Securitização de Recebíveis,PRIVADO HOLDING,SEDE,SP
CANCELADA,13.483.537/0001-00,BRASIL SECURITIZADORA S.A.,GUARAMIRIM,8.927e+07,24287,2017-12-12 00:00:00,2021-07-09 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SC
ATIVO,35.764.708/0001-01,BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A.,SÃO PAULO,4.547e+06,27499,2024-05-27 00:00:00,2024-05-27 00:00:00,Telecomunicações,PRIVADO,SEDE,SP
CANCELADA,02.570.688/0001-70,BRASIL TELECOM PARTICIPAÇÕES SA,RIO DE JANEIRO,2.24302e+07,17680,1998-08-19 00:00:00,2009-09-30 00:00:00,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,SEDE,RJ
CANCELADA,13.776.362/0001-10,BRASIL TRAVEL TURISMO E PARTICIPAÇÕES S/A,SÃO PAULO,4.55101e+06,22705,2012-01-30 00:00:00,2012-09-03 00:00:00,Emp. Adm. Part. - Hospedagem e Turismo,PRIVADO HOLDING,SEDE,SP
ATIVO,07.628.528/0001-59,BRASILAGRO CIA BRAS DE PROP AGRICOLAS,SÃO PAULO,5.4025e+06,20036,2006-04-25 00:00:00,2006-04-25 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",ESTRANGEIRO,SEDE,SP
CANCELADA,05.482.166/0001-05,BRASILIANA ENERGIA SA,SÃO PAULO,4.5711e+06,19534,2004-04-15 00:00:00,2006-09-30 00:00:00,Energia Elétrica,PRIVADO,SEDE,SP
CANCELADA,08.773.191/0001-36,BRASILIANA PARTICIPAÇÕES S.A.,SÃO PAULO,4.578e+06,23930,2016-06-23 00:00:00,2025-01-08 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,SP
CANCELADA,20.706.727/0001-04,BRASILINVEST INFORM.TELEC.S/A,SÃO PAULO,1.452e+06,1902,1983-02-22 00:00:00,1995-12-15 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP
CANCELADA,61.064.838/0001-33,BRASILIT SA,SÃO PAULO,5.0369e+06,1910,1979-12-12 00:00:00,2001-06-01 00:00:00,Extração Mineral,ESTRANGEIRO,SEDE,SP
CANCELADA,33.177.734/0001-08,BRASILJUTA SA FIACAO TEC JUTA,MANAUS,2.227e+07,1929,1971-08-28 00:00:00,1993-03-01 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,RJ
CANCELADA,60.856.820/0001-01,BRASIMET COM E INDUSTRIA SA,SÃO PAULO,4.79591e+06,1945,1971-08-06 00:00:00,1993-09-15 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP
ATIVO,42.150.391/0001-70,BRASKEM S.A.,CAMAÇARI,4.28162e+07,4820,1978-12-18 00:00:00,1978-12-18 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,BA
CANCELADA,60.837.689/0001-35,BRASMETAL CIA BRAS METALURGIA,SÃO PAULO,1.313e+06,1961,1969-07-29 00:00:00,1990-12-28 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,SP
