SIT,CNPJ_CIA,DENOM_SOCIAL,MUN,CD_CVM,DT_REG,DT_INI_SIT,SETOR_ATIV,CONTROLE_ACIONARIO,TP_ENDER,UF,CATEG_REG
CANCELADA,33.098.112/0001-86,CIA NACIONAL DE ALCALIS,MACAU,15555,1996-05-15 00:00:00,2010-01-04 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,RN,Categoria A
CANCELADA,71.444.582/0001-43,CIA NACIONAL ESTAMPARIA CIANE,SOROCABA,3727,1982-08-11 00:00:00,2010-01-04 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,SP,Categoria A
ATIVO,04.172.213/0001-51,CIA PIRATININGA DE FORÇA E LUZ,CAMPINAS,19275,2002-04-18 00:00:00,2002-04-18 00:00:00,Energia Elétrica,PRIVADO,SEDE,SP,Categoria B
CANCELADA,33.000.035/0001-80,CIA PROGRESSO INDUSTRIAL BRASIL FABRICA BANGU,RIO DE JANEIRO,3875,1966-06-29 00:00:00,2010-01-04 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,RJ,Categoria A
CANCELADA,04.200.649/0001-07,CIA PROVINCIA DE SECURITIZAÇÃO,SÃO PAULO,19429,2003-08-21 00:00:00,2023-03-17 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
ATIVO,92.802.784/0001-90,CIA RIOGRANDENSE DE SANEAMENTO,PORTO ALEGRE,16748,1997-12-19 00:00:00,1997-12-19 00:00:00,"Saneamento, Serv. Água e Gás",ESTATAL,SEDE,RS,Categoria B
ATIVO,43.776.517/0001-80,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,SÃO PAULO,14443,1994-06-27 00:00:00,1994-06-27 00:00:00,"Saneamento, Serv. Água e Gás",ESTATAL,SEDE,SP,Categoria A
ATIVO,43.776.517/0001-80,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,SÃO PAULO,14443,1994-06-27 00:00:00,1994-06-27 00:00:00,"Saneamento, Serv. Água e Gás",ESTATAL,SEDE,SP,Categoria A
ATIVO,35.522.178/0001-87,CIA SECURITIZADORA DE CRED. FIN. CARTÕES CONSIGNADOS II,SÃO PAULO,26107,2021-07-29 00:00:00,2021-07-29 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
CANCELADA,15.144.017/0001-90,CIA SEGUROS ALIANCA DA BAHIA,SALVADOR,3115,1977-07-20 00:00:00,2024-03-08 00:00:00,Seguradoras e Corretoras,PRIVADO,SEDE,BA,Categoria A
ATIVO,33.042.730/0001-04,CIA SIDERURGICA NACIONAL,SÃO PAULO,4030,1943-02-26 00:00:00,1943-02-26 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,SP,Categoria A
ATIVO,33.042.730/0001-04,CIA SIDERURGICA NACIONAL,SÃO PAULO,4030,1943-02-26 00:00:00,1943-02-26 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,SP,Categoria A
CANCELADA,22.677.520/0001-76,CIA TECIDOS NORTE DE MINAS - COTEMINAS - EM RECUPERAÇÃO JUDICIAL,MONTES CLAROS,3158,1971-02-11 00:00:00,2026-01-09 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,MG,Categoria A
SUSPENSO(A) - DECISÃO ADM,21.255.567/0001-89,CIA TECIDOS SANTANENSE - EM RECUPERAÇÃO JUDICIAL,ITAÚNA,4081,1984-12-20 00:00:00,2026-05-19 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,MG,Categoria A
ATIVO,76.484.013/0001-45,CIA. DE SANEAMENTO DO PARANÁ - SANEPAR,CURITIBA,18627,2000-03-10 00:00:00,2000-03-10 00:00:00,"Saneamento, Serv. Água e Gás",ESTATAL,SEDE,PR,Categoria A
ATIVO,33.938.119/0001-69,CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO,RIO DE JANEIRO,16616,1997-11-17 00:00:00,1997-11-17 00:00:00,"Saneamento, Serv. Água e Gás",PRIVADO,SEDE,RJ,Categoria A
CANCELADA,76.255.926/0001-90,CIA. IGUAÇU DE CAFÉ SOLÚVEL,CORNÉLIO PROCÓPIO,3336,1977-07-20 00:00:00,2014-10-09 00:00:00,Alimentos,ESTRANGEIRO,SEDE,PR,Categoria A
CANCELADA,36.729.398/0001-49,CIA. SEC. DE CRÉDITOS FINANCEIROS VERT-PROVI II,SÃO PAULO,26018,2021-07-19 00:00:00,2022-06-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
CANCELADA,40.885.785/0001-41,CIA. SECURITIZADORA DE CRED. FIN. VERT-UME,SÃO PAULO,26310,2021-11-11 00:00:00,2022-06-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
CANCELADA,30.545.324/0001-76,CIA. SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-RECARGAPAY,SÃO PAULO,25216,2020-10-26 00:00:00,2022-06-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
ATIVO,01.027.058/0001-91,CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO,BARUERI,21733,2009-06-25 00:00:00,2009-06-25 00:00:00,Intermediação Financeira,PRIVADO,SEDE,SP,Categoria B
CANCELADA,33.039.223/0001-11,CIMENTO TUPI SA,RIO DE JANEIRO,22829,2012-06-13 00:00:00,2017-08-22 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,RJ,Categoria B
CANCELADA,34.177.279/0001-03,CIMOB PARTICIPAÇÕES SA,SÃO PAULO,6513,1977-07-20 00:00:00,2012-07-09 00:00:00,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",PRIVADO,SEDE,SP,Categoria A
CANCELADA,00.272.185/0001-93,CIMS SA,RIO DE JANEIRO,14818,1995-03-14 00:00:00,2025-01-22 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,RJ,Categoria A
CANCELADA,07.437.016/0001-05,CINESYSTEM S.A.,MARINGÁ,23965,2016-07-20 00:00:00,2023-09-05 00:00:00,Brinquedos e Lazer,PRIVADO,SEDE,PR,Categoria A
CANCELADA,82.166.711/0001-03,CIPLA SA,JOINVILLE,13900,1991-10-14 00:00:00,2010-01-04 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,SC,Categoria B
CANCELADA,34.112.128/0001-69,CITIBANK LEASING S.A. - ARREND.MERCANTIL,SÃO PAULO,21270,2008-01-03 00:00:00,2010-03-30 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP,Categoria B
CANCELADA,68.400.225/0001-79,CLARANET TECHNOLOGY S.A.,BARUERI,26549,2021-12-22 00:00:00,2024-08-23 00:00:00,Comunicação e Informática,ESTRANGEIRO,SEDE,SP,Categoria A
CANCELADA,24.956.666/0001-86,CLARION S/A AGROINDUSTRIAL,CUIABÁ,18490,1999-11-26 00:00:00,2014-12-18 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SEDE,MT,Categoria A
ATIVO,07.043.628/0001-13,CLARO TELECOM PARTICIPAÇÕES S.A.,SÃO PAULO,23531,2014-12-05 00:00:00,2014-12-05 00:00:00,Emp. Adm. Part. - Telecomunicações,PRIVADO,SEDE,SP,Categoria A
CANCELADA,03.802.115/0001-98,CLEAR SALE S.A,BARUERI,26093,2021-07-28 00:00:00,2025-06-09 00:00:00,Comunicação e Informática,PRIVADO,SEDE,SP,Categoria A
ATIVO,43.514.079/0001-81,CLI SUL S.A.,SÃO PAULO,27243,2023-07-19 00:00:00,2023-07-19 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
ATIVO,12.420.164/0001-57,CM HOSPITALAR S.A,RIBEIRÃO PRETO,25682,2021-04-14 00:00:00,2021-04-14 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,SP,Categoria A
CANCELADA,04.030.087/0001-09,COARI PARTICIPAÇÕES SA,RIO DE JANEIRO,19089,2001-10-29 00:00:00,2012-02-27 00:00:00,Telecomunicações,PRIVADO HOLDING,SEDE,RJ,Categoria A
ATIVO,61.080.313/0001-91,COBRASMA SA,OSASCO,4448,1979-12-12 00:00:00,1979-12-12 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP,Categoria A
CANCELADA,32.372.085/0001-25,COBUCCIO SECURITIZADORA DE CRÉDITOS S.A.,MONTE BELO,24724,2019-05-23 00:00:00,2022-06-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,MG,Categoria B
CANCELADA,61.104.717/0001-78,COEST CONSTRUTORA SA,TABOÃO DA SERRA,4472,1977-07-20 00:00:00,2010-01-04 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP,Categoria A
ATIVO,02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,BELO HORIZONTE,17973,1998-12-01 00:00:00,1998-12-01 00:00:00,Emp. Adm. Part. - Educação,PRIVADO,SEDE,MG,Categoria A
ATIVO,25.369.840/0001-57,COMERC ENERGIA S.A.,SÃO PAULO,26280,2021-10-08 00:00:00,2021-10-08 00:00:00,Energia Elétrica,PRIVADO,SEDE,SP,Categoria A
CANCELADA,00.994.533/0001-36,COMERCIAL QUINTELLA COM EXP SA EM LIQUIDAÇÃO,SÃO PAULO,15652,1996-07-18 00:00:00,2019-12-06 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria A
ATIVO,60.730.348/0001-66,COMPANHIA  MELHORAMENTOS DE SÃO PAULO,SÃO PAULO,3654,1977-07-20 00:00:00,1977-07-20 00:00:00,Papel e Celulose,PRIVADO,SEDE,SP,Categoria A
CANCELADA,12.078.880/0001-06,COMPANHIA AURIFERA BRASILEIRA SA,CAMPO LARGO,22870,2012-08-03 00:00:00,2018-08-27 00:00:00,Emp. Adm. Part. - Extração Mineral,PRIVADO,SEDE,PR,Categoria A
ATIVO,61.409.892/0001-73,COMPANHIA BRASILEIRA DE ALUMINIO,SÃO PAULO,25984,2021-07-13 00:00:00,2021-07-13 00:00:00,Extração Mineral,PRIVADO,SEDE,SP,Categoria A
ATIVO,47.508.411/0001-56,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,SÃO PAULO,14826,1995-04-04 00:00:00,1995-04-04 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,SP,Categoria A
ATIVO,47.508.411/0001-56,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,SÃO PAULO,14826,1995-04-04 00:00:00,1995-04-04 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,SP,Categoria A
ATIVO,06.267.630/0001-03,COMPANHIA BRASILEIRA DE EDUCAÇÃO E SISTEMA DE ENSINO S.A.,FORTALEZA,28002,2026-02-20 00:00:00,2026-02-20 00:00:00,Educação,PRIVADO,SEDE,CE,Categoria B
CANCELADA,22.983.283/0001-71,COMPANHIA CARIOCA DE SECURITIZAÇÃO,RIO DE JANEIRO,23949,2016-06-27 00:00:00,2020-11-10 00:00:00,Securitização de Recebíveis,ESTATAL,SEDE,RJ,Categoria B
ATIVO,08.560.444/0001-93,COMPANHIA CELG DE PARTICIPAÇÕES - CELGPAR,GOIÂNIA,21393,2008-03-14 00:00:00,2008-03-14 00:00:00,Emp. Adm. Part. - Energia Elétrica,ESTATAL HOLDING,SEDE,GO,Categoria A
ATIVO,07.040.108/0001-57,COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ  - CAGECE,FORTALEZA,18546,2000-01-19 00:00:00,2000-01-19 00:00:00,"Saneamento, Serv. Água e Gás",ESTATAL,SEDE,CE,Categoria A
CANCELADA,02.808.708/0001-07,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,SÃO PAULO,18112,1998-12-17 00:00:00,2013-12-12 00:00:00,Bebidas e Fumo,PRIVADO,SEDE,SP,Categoria A
CANCELADA,61.784.278/0001-91,COMPANHIA DE CRÉDITO FINANCIAMENTO E INVESTIMENTO RCI BRASIL,CURITIBA,22993,2012-11-27 00:00:00,2016-01-29 00:00:00,Bancos,ESTRANGEIRO,SEDE,PR,Categoria B
ATIVO,17.245.234/0001-00,COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA,BELO HORIZONTE,3077,1969-08-11 00:00:00,1969-08-11 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,MG,Categoria A
ATIVO,22.261.473/0001-85,COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG,BELO HORIZONTE,25178,2020-10-06 00:00:00,2020-10-06 00:00:00,"Saneamento, Serv. Água e Gás",ESTATAL,SEDE,MG,Categoria B
ATIVO,61.856.571/0001-17,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,SÃO PAULO,15636,1996-07-03 00:00:00,1996-07-03 00:00:00,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",PRIVADO,SEDE,SP,Categoria A
ATIVO,61.856.571/0001-17,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,SÃO PAULO,15636,1996-07-03 00:00:00,1996-07-03 00:00:00,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",PRIVADO,SEDE,SP,Categoria A
CANCELADA,10.215.988/0001-60,COMPANHIA DE LOCAÇÃO DAS AMERICAS,BELO HORIZONTE,22691,2011-12-30 00:00:00,2025-08-01 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,MG,Categoria B
ATIVO,17.281.106/0001-03,COMPANHIA DE SANEAMENTO DE MINAS GERAIS,BELO HORIZONTE,19445,2003-09-17 00:00:00,2003-09-17 00:00:00,"Saneamento, Serv. Água e Gás",ESTATAL,SEDE,MG,Categoria A
ATIVO,17.281.106/0001-03,COMPANHIA DE SANEAMENTO DE MINAS GERAIS,BELO HORIZONTE,19445,2003-09-17 00:00:00,2003-09-17 00:00:00,"Saneamento, Serv. Água e Gás",ESTATAL,SEDE,MG,Categoria A
CANCELADA,25.089.509/0001-83,COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS,PALMAS,23809,2015-12-21 00:00:00,2024-05-08 00:00:00,"Saneamento, Serv. Água e Gás",PRIVADO,SEDE,TO,Categoria B
ATIVO,62.070.362/0001-06,COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ,SÃO PAULO,27065,2023-01-06 00:00:00,2023-01-06 00:00:00,Serviços Transporte e Logística,ESTATAL,SEDE,SP,Categoria B
ATIVO,00.070.698/0001-11,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,BRASÍLIA,14451,1994-07-04 00:00:00,1994-07-04 00:00:00,Energia Elétrica,ESTATAL,SEDE,DF,Categoria A
ATIVO,28.925.264/0001-75,COMPANHIA ENERGÉTICA JAGUARA,FLORIANÓPOLIS,24422,2018-04-27 00:00:00,2018-04-27 00:00:00,Energia Elétrica,PRIVADO,SEDE,SC,Categoria B
ATIVO,28.942.127/0001-49,COMPANHIA ENERGÉTICA MIRANDA,FLORIANÓPOLIS,24430,2018-04-27 00:00:00,2018-04-27 00:00:00,Energia Elétrica,PRIVADO,SEDE,SC,Categoria B
ATIVO,19.527.586/0001-75,COMPANHIA ENERGÉTICA SINOP S.A.,SINOP,24155,2017-06-22 00:00:00,2017-06-22 00:00:00,Energia Elétrica,PRIVADO,SEDE,MT,Categoria B
ATIVO,39.881.421/0001-04,COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,PORTO ALEGRE,27154,2023-03-30 00:00:00,2023-03-30 00:00:00,Energia Elétrica,PRIVADO,SEDE,RS,Categoria B
CANCELADA,12.646.054/0001-08,COMPANHIA FERRÍFERA BRASILEIRA S.A.,CURITIBA,23124,2013-03-26 00:00:00,2016-01-07 00:00:00,Emp. Adm. Part. - Extração Mineral,PRIVADO,SEDE,PR,Categoria A
ATIVO,19.526.748/0001-50,COMPANHIA INDUSTRIAL CATAGUASES,CATAGUASES,3395,1973-12-19 00:00:00,1973-12-19 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,MG,Categoria A
ATIVO,21.254.073/0001-80,COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES,ITAÚNA,3450,1969-04-02 00:00:00,2017-11-23 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,MG,Categoria A
CANCELADA,08.493.364/0001-62,COMPANHIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES,UBERABA,21709,2009-03-04 00:00:00,2023-06-12 00:00:00,"Emp. Adm. Part. - Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SEDE,MG,Categoria B
ATIVO,76.483.817/0001-20,COMPANHIA PARANAENSE DE ENERGIA COPEL,CURITIBA,14311,1994-04-04 00:00:00,1994-04-04 00:00:00,Energia Elétrica,ESTATAL HOLDING,SEDE,PR,Categoria A
ATIVO,76.483.817/0001-20,COMPANHIA PARANAENSE DE ENERGIA COPEL,CURITIBA,14311,1994-04-04 00:00:00,1994-04-04 00:00:00,Energia Elétrica,ESTATAL HOLDING,SEDE,PR,Categoria A
CANCELADA,23.043.212/0001-51,COMPANHIA PARANAENSE DE SECURITIZAÇÃO - PRSEC,CURITIBA,23914,2016-04-29 00:00:00,2018-08-13 00:00:00,Securitização de Recebíveis,ESTATAL,SEDE,PR,Categoria B
ATIVO,33.050.196/0001-88,COMPANHIA PAULISTA DE FORCA LUZ - CPFL,CAMPINAS,3824,1969-08-19 00:00:00,1969-08-19 00:00:00,Energia Elétrica,PRIVADO,SEDE,SP,Categoria B
CANCELADA,11.274.829/0001-07,COMPANHIA PAULISTA DE SECURITIZAÇÃO,SÃO PAULO,22080,2010-07-20 00:00:00,2024-09-03 00:00:00,Emp. Adm. Part. - Securitização de Recebíveis,ESTATAL,SEDE,SP,Categoria B
CANCELADA,76.500.180/0001-32,COMPANHIA PROVIDENCIA IND E COMERCIO,SÃO JOSÉ DOS PINHAIS,20974,2007-07-25 00:00:00,2015-12-28 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,PR,Categoria A
CANCELADA,30.418.658/0001-89,COMPANHIA SECURITIZADORA DE CRÉD. FINANCEIROS VERT-NEXOOS,SÃO PAULO,24520,2018-08-28 00:00:00,2022-06-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
CANCELADA,37.368.315/0001-04,COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS - VERT 5,SÃO PAULO,25593,2021-02-18 00:00:00,2022-06-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
ATIVO,27.137.879/0001-74,COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I,SÃO PAULO,24147,2017-06-14 00:00:00,2017-06-14 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
CANCELADA,32.770.457/0001-71,COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS VERT-GYRA,SÃO PAULO,25020,2020-07-30 00:00:00,2022-06-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
CANCELADA,34.469.625/0001-19,COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-PROVI,SÃO PAULO,25267,2020-11-05 00:00:00,2022-06-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
CANCELADA,30.219.233/0001-40,COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-REBEL,SÃO PAULO,24511,2018-08-28 00:00:00,2022-06-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
CANCELADA,35.522.281/0001-27,COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-VIRTUS,SÃO PAULO,26263,2021-10-01 00:00:00,2022-06-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
ATIVO,87.762.563/0001-03,COMPANHIIA HABITASUL DE PARTICIPAÇÕES,PORTO ALEGRE,3298,1982-04-19 00:00:00,1982-04-19 00:00:00,Emp. Adm. Part. - Crédito Imobiliário,PRIVADO,SEDE,RS,Categoria A
ATIVO,21.389.501/0001-81,COMPASS GÁS E ENERGIA S.A.,SÃO PAULO,25127,2020-09-28 00:00:00,2020-09-28 00:00:00,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",PRIVADO,SEDE,SP,Categoria A
ATIVO,21.389.501/0001-81,COMPASS GÁS E ENERGIA S.A.,SÃO PAULO,25127,2020-09-28 00:00:00,2020-09-28 00:00:00,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",PRIVADO,SEDE,SP,Categoria A
CANCELADA,61.231.155/0001-23,COMPESCA CIA BRAS DE PESCA - EM LIQUIDAÇÃO,GUARUJÁ,4596,1977-07-20 00:00:00,2021-08-20 00:00:00,Pesca,PRIVADO,SEDE,SP,Categoria A
ATIVO,10.678.505/0001-63,CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL,SALTO,22721,2012-02-09 00:00:00,2012-02-09 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
ATIVO,15.578.569/0001-06,CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.,GUARULHOS,23515,2014-10-24 00:00:00,2014-10-24 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
ATIVO,18.572.225/0001-88,CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,GOIÂNIA,23868,2016-02-19 00:00:00,2016-02-19 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,GO,Categoria B
CANCELADA,01.654.604/0001-14,CONCES DA ROD OSÓRIO-POA S/A - CONCEPA,PORTO ALEGRE,17590,1998-08-11 00:00:00,2017-12-05 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,RS,Categoria B
CANCELADA,02.327.817/0001-02,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,RIO DE JANEIRO,16810,1998-01-23 00:00:00,2009-11-30 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,RJ,Categoria A
ATIVO,10.324.624/0001-18,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA,RIO DE JANEIRO,22144,2010-09-20 00:00:00,2010-09-20 00:00:00,Serviços Transporte e Logística,PRIVADO HOLDING,SEDE,RJ,Categoria B
ATIVO,10.531.501/0001-58,CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART,BAURU,22268,2010-11-22 00:00:00,2010-11-22 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
ATIVO,10.531.501/0001-58,CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART,BAURU,22268,2010-11-22 00:00:00,2010-11-22 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
ATIVO,10.531.501/0001-58,CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART,BAURU,22268,2010-11-22 00:00:00,2010-11-22 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
CANCELADA,19.726.048/0001-00,CONCESSIONÁRIA BR-040 S.A.,NOVA LIMA,23892,2016-03-18 00:00:00,2024-12-18 00:00:00,Serviços Transporte e Logística,PRIVADO HOLDING,SEDE,MG,Categoria B
ATIVO,36.763.716/0001-98,CONCESSIONARIA CATARINENSE DE RODOVIAS S.A.,CAPIVARI DE BAIXO,26859,2022-06-21 00:00:00,2022-06-21 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SEDE,SC,Categoria B
ATIVO,07.682.638/0001-07,CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO S.A.,SÃO PAULO,27731,2024-12-16 00:00:00,2024-12-16 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
ATIVO,08.822.767/0001-08,CONCESSIONÁRIA DA RODOVIA MG-050 S.A.,DIVINÓPOLIS,24104,2017-03-06 00:00:00,2017-03-06 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,MG,Categoria B
ATIVO,10.841.050/0001-55,CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS,SÃO PAULO,22411,2011-02-22 00:00:00,2011-02-22 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
ATIVO,48.851.242/0001-15,CONCESSIONARIA DAS RODOVIAS DO LESTE MS S/A,CHAPADÃO DO SUL,27790,2025-03-13 00:00:00,2025-03-13 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,MS,Categoria B
ATIVO,32.161.500/0001-00,CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.,PORTO ALEGRE,25356,2020-12-04 00:00:00,2020-12-04 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SEDE,RS,Categoria B
ATIVO,19.642.306/0001-70,CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.,CAMPO GRANDE,23833,2016-02-03 00:00:00,2016-02-03 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SEDE,MS,Categoria B
ATIVO,03.207.703/0001-83,CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A,ARARAS,21849,2009-11-27 00:00:00,2009-11-27 00:00:00,Serviços Transporte e Logística,PRIVADO HOLDING,SEDE,SP,Categoria B
CANCELADA,02.415.408/0001-50,CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA,BARUERI,21024,2007-07-27 00:00:00,2023-11-24 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
ATIVO,49.314.049/0001-08,CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A,MATÃO,27464,2024-03-26 00:00:00,2024-03-26 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
ATIVO,59.196.897/0001-13,CONCESSIONÁRIA DE RODOVIAS PRVIAS S.A.,LONDRINA,27898,2025-08-19 00:00:00,2025-08-19 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SEDE,PR,Categoria B
ATIVO,02.451.848/0001-62,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.,JUNDIAÍ,20192,2006-07-19 00:00:00,2006-07-19 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
ATIVO,02.451.848/0001-62,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.,JUNDIAÍ,20192,2006-07-19 00:00:00,2006-07-19 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
ATIVO,44.319.688/0001-42,CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A.,SANTA ISABEL,27421,2024-01-24 00:00:00,2024-01-24 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
ATIVO,15.090.690/0001-94,CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.,ANÁPOLIS,26638,2022-03-15 00:00:00,2022-03-15 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,GO,Categoria B
ATIVO,35.593.905/0001-05,CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.,UBERLÂNDIA,26581,2022-01-04 00:00:00,2022-01-04 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,MG,Categoria B
ATIVO,02.509.491/0001-26,CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA,SÃO BERNARDO DO CAMPO,20397,2006-12-18 00:00:00,2006-12-18 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
