SIT,CNPJ_CIA,DENOM_SOCIAL,MUN,CD_CVM,DT_REG,DT_INI_SIT,SETOR_ATIV,CONTROLE_ACIONARIO,TP_ENDER,UF,CATEG_REG
ATIVO,00.001.180/0001-26,AXIA ENERGIA S.A.,RIO DE JANEIRO,2437,1971-01-28 00:00:00,1971-01-28 00:00:00,Emp. Adm. Part. - Energia Elétrica,ESTATAL,SEDE,RJ,Categoria A
ATIVO,02.016.507/0001-69,AXIA ENERGIA SUL S.A.,FLORIANÓPOLIS,27480,2024-05-24 00:00:00,2024-05-24 00:00:00,Energia Elétrica,PRIVADO,SEDE,SC,Categoria B
ATIVO,52.017.473/0001-03,AZEVEDO & TRAVASSOS ENERGIA S.A.,SÃO PAULO,27626,2024-09-06 00:00:00,2024-09-06 00:00:00,Petróleo e Gás,PRIVADO,SEDE,SP,Categoria A
ATIVO,61.351.532/0001-68,AZEVEDO & TRAVASSOS SA,SÃO PAULO,11975,1984-08-20 00:00:00,1984-08-20 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP,Categoria A
ATIVO,09.305.994/0001-29,AZUL S.A.,BARUERI,24112,2017-04-07 00:00:00,2017-04-07 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria A
ATIVO,16.590.234/0001-76,AZZAS 2154 S.A.,BELO HORIZONTE,22349,2011-01-31 00:00:00,2011-01-31 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,MG,Categoria A
ATIVO,52.270.350/0001-71,B100 S.A.,SÃO PAULO,27634,2024-09-11 00:00:00,2024-09-11 00:00:00,Intermediação Financeira,PRIVADO,SEDE,SP,Categoria A
ATIVO,09.346.601/0001-25,"B3 S.A. - BRASIL, BOLSA, BALCÃO",SÃO PAULO,21610,2008-08-11 00:00:00,2008-08-11 00:00:00,Bolsas de Valores/Mercadorias e Futuros,PRIVADO,SEDE,SP,Categoria A
ATIVO,09.346.601/0001-25,"B3 S.A. - BRASIL, BOLSA, BALCÃO",SÃO PAULO,21610,2008-08-11 00:00:00,2008-08-11 00:00:00,Bolsas de Valores/Mercadorias e Futuros,PRIVADO,SEDE,SP,Categoria A
CANCELADA,04.781.143/0001-39,BAESA-ENERGETICA BARRA GRANDE SA,PINHAL DA SERRA,19607,2004-09-29 00:00:00,2016-04-29 00:00:00,Energia Elétrica,PRIVADO,SEDE,RS,Categoria B
CANCELADA,09.462.852/0001-75,BALADARE PARTICIPAÇÕES S/A,SÃO PAULO,21571,2008-07-31 00:00:00,2010-05-27 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP,Categoria A
ATIVO,28.195.667/0001-06,BANCO ABC BRASIL S/A,SÃO PAULO,20958,2007-07-23 00:00:00,2007-07-23 00:00:00,Bancos,ESTRANGEIRO,SEDE,SP,Categoria A
CANCELADA,10.664.513/0001-50,BANCO AGIBANK S.A.,PORTO ALEGRE,24465,2018-06-21 00:00:00,2019-01-18 00:00:00,Intermediação Financeira,PRIVADO,SEDE,RS,Categoria A
CANCELADA,60.770.336/0001-65,BANCO ALFA DE INVESTIMENTO S.A.,SÃO PAULO,1384,1977-07-20 00:00:00,2024-03-28 00:00:00,Bancos,PRIVADO,SEDE,SP,Categoria A
CANCELADA,15.124.464/0001-87,BANCO BESA SA,SÃO PAULO,1244,1977-07-20 00:00:00,2023-04-10 00:00:00,Bancos,PRIVADO,SEDE,SP,Categoria A
ATIVO,61.186.680/0001-74,BANCO BMG S/A,SÃO PAULO,24600,2018-12-17 00:00:00,2018-12-17 00:00:00,Bancos,PRIVADO,SEDE,SP,Categoria A
CANCELADA,33.147.315/0001-15,BANCO BRADESCO BERJ S.A.,RIO DE JANEIRO,1201,1977-07-20 00:00:00,2012-06-11 00:00:00,Bancos,PRIVADO,SEDE,RJ,Categoria A
ATIVO,60.746.948/0001-12,BANCO BRADESCO S.A.,OSASCO,906,1977-07-20 00:00:00,1977-07-20 00:00:00,Bancos,PRIVADO,SEDE,SP,Categoria A
ATIVO,30.306.294/0001-45,BANCO BTG PACTUAL S/A,RIO DE JANEIRO,22616,2011-11-10 00:00:00,2011-11-10 00:00:00,Bancos,PRIVADO,SEDE,RJ,Categoria A
ATIVO,04.902.979/0001-44,BANCO DA AMAZÔNIA S.A.,BELÉM,922,1977-07-20 00:00:00,1977-07-20 00:00:00,Bancos,ESTATAL,SEDE,PA,Categoria A
ATIVO,62.232.889/0001-90,BANCO DAYCOVAL S.A.,SÃO PAULO,20796,2007-06-27 00:00:00,2007-06-27 00:00:00,Bancos,PRIVADO,SEDE,SP,Categoria B
ATIVO,00.000.000/0001-91,BANCO DO BRASIL S.A.,BRASÍLIA,1023,1977-07-20 00:00:00,1977-07-20 00:00:00,Bancos,ESTATAL,SEDE,DF,Categoria A
ATIVO,13.009.717/0001-46,BANCO DO ESTADO DE SERGIPE SA,ARACAJU,1120,1977-07-20 00:00:00,1977-07-20 00:00:00,Bancos,ESTATAL,SEDE,SE,Categoria A
ATIVO,04.913.711/0001-08,BANCO DO ESTADO DO PARÁ S/A.,BELÉM,1171,1977-07-20 00:00:00,1977-07-20 00:00:00,Bancos,ESTATAL,SEDE,PA,Categoria A
ATIVO,92.702.067/0001-96,BANCO DO ESTADO DO RIO GRANDE DO SUL SA,PORTO ALEGRE,1210,1977-07-20 00:00:00,1977-07-20 00:00:00,Bancos,ESTATAL,SEDE,RS,Categoria A
ATIVO,07.237.373/0001-20,BANCO DO NORDESTE DO BRASIL SA,FORTALEZA,1228,1977-07-20 00:00:00,1977-07-20 00:00:00,Bancos,ESTATAL,SEDE,CE,Categoria A
CANCELADA,53.518.684/0001-84,Banco HSBC S.A.,SÃO PAULO,19755,2005-06-06 00:00:00,2015-09-14 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP,Categoria B
CANCELADA,31.895.683/0001-16,BANCO INDUSTRIAL DO BRASIL,SÃO PAULO,21377,2008-03-07 00:00:00,2018-11-14 00:00:00,Bancos,PRIVADO,SEDE,SP,Categoria B
CANCELADA,00.416.968/0001-01,BANCO INTER S.A.,BELO HORIZONTE,24406,2018-04-26 00:00:00,2022-12-02 00:00:00,Bancos,PRIVADO,SEDE,MG,Categoria A
ATIVO,17.184.037/0001-10,BANCO MERCANTIL BRASIL SA,BELO HORIZONTE,1325,1977-07-20 00:00:00,1977-07-20 00:00:00,Bancos,PRIVADO,SEDE,MG,Categoria A
ATIVO,34.169.557/0001-72,BANCO MERCANTIL DE INVESTIMENTOS S.A.,BELO HORIZONTE,1309,1977-07-20 00:00:00,1977-07-20 00:00:00,Bancos,PRIVADO,SEDE,MG,Categoria A
CANCELADA,30.723.886/0001-62,BANCO MODAL S.A.,SÃO PAULO,25755,2021-04-28 00:00:00,2023-07-31 00:00:00,Bancos,PRIVADO,SEDE,SP,Categoria A
CANCELADA,17.157.777/0001-67,BANCO NACIONAL S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL,RIO DE JANEIRO,1350,1977-07-20 00:00:00,2025-05-15 00:00:00,Bancos,PRIVADO,SEDE,RJ,Categoria A
CANCELADA,43.073.394/0001-10,BANCO NOSSA CAIXA S/A,SÃO PAULO,19828,2005-10-14 00:00:00,2009-11-30 00:00:00,Bancos,ESTATAL,SEDE,SP,Categoria A
CANCELADA,59.285.411/0001-13,BANCO PAN SA,SÃO PAULO,21199,2007-11-12 00:00:00,2026-03-30 00:00:00,Bancos,PRIVADO,SEDE,SP,Categoria A
ATIVO,62.144.175/0001-20,BANCO PINE S/A,SÃO PAULO,20567,2007-03-27 00:00:00,2007-03-27 00:00:00,Bancos,PRIVADO,SEDE,SP,Categoria A
ATIVO,62.307.848/0001-15,BANCO RCI BRASIL S.A.,CURITIBA,21466,2008-04-29 00:00:00,2008-04-29 00:00:00,Bancos,ESTRANGEIRO,SEDE,PR,Categoria B
ATIVO,90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,SÃO PAULO,20532,2007-03-02 00:00:00,2007-03-02 00:00:00,Bancos,ESTRANGEIRO HOLDING,SEDE,SP,Categoria A
CANCELADA,60.889.128/0001-80,BANCO SOFISA SA,SÃO PAULO,20680,2007-04-26 00:00:00,2016-11-24 00:00:00,Bancos,PRIVADO,SEDE,SP,Categoria A
CANCELADA,61.024.352/0001-71,BANCO VOITER S.A.,SÃO PAULO,20885,2007-07-10 00:00:00,2021-02-10 00:00:00,Bancos,PRIVADO,SEDE,SP,Categoria A
ATIVO,28.127.603/0001-78,BANESTES SA BANCO DO ESTADO DO ESPIRITO SANTO,VITÓRIA,1155,1977-07-20 00:00:00,1977-07-20 00:00:00,Bancos,ESTATAL,SEDE,ES,Categoria A
CANCELADA,07.450.604/0001-89,BANK OF CHINA (BRASIL) BANCO MÚLTIPLO S.A.,SÃO PAULO,21113,2007-09-17 00:00:00,2015-10-19 00:00:00,Bancos,PRIVADO,SEDE,SP,Categoria A
CANCELADA,92.721.232/0001-57,BANRISUL ARMAZENS GERAIS SA,CANOAS,15822,1996-10-18 00:00:00,2024-06-25 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,RS,Categoria A
CANCELADA,92.692.979/0001-24,BANRISUL S.A.  ADMINISTRADORA DE CONSÓRCIOS,PORTO ALEGRE,15130,1995-11-29 00:00:00,2010-12-17 00:00:00,Bancos,ESTATAL,SEDE,RS,Categoria A
CANCELADA,92.934.215/0001-06,BANRISUL SOLUÇÕES EM PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO,CANOAS,24554,2018-09-27 00:00:00,2022-11-07 00:00:00,Bancos,ESTATAL,SEDE,RS,Categoria A
CANCELADA,10.809.341/0001-66,BAPTISTA DA SILVA PARTICIPAÇÕES E PROJETOS SA,RECIFE,12033,1984-10-30 00:00:00,2010-01-04 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,PE,Categoria A
ATIVO,60.851.615/0001-53,BARDELLA S.A. INDUSTRIAS MECANICAS - EM RECUPERAÇÃO JUDICIAL,SOROCABA,1520,1969-11-26 00:00:00,1969-11-26 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP,Categoria A
CANCELADA,10.608.405/0001-60,BARI SECURITIZADORA S.A.,SÃO PAULO,21920,2009-12-29 00:00:00,2022-06-01 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
CANCELADA,15.125.339/0001-91,BARRETTO ARAUJO PROD CACAU SA,SALVADOR,11894,1984-05-16 00:00:00,2010-01-04 00:00:00,Alimentos,PRIVADO,SEDE,BA,Categoria A
CANCELADA,35.082.277/0001-95,BASE SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,SÃO PAULO,24970,2020-05-21 00:00:00,2022-06-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
CANCELADA,09.462.140/0001-56,BASEL PARTICIPAÇÕES S/A,SÃO PAULO,21601,2008-08-07 00:00:00,2017-09-22 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP,Categoria A
ATIVO,61.374.161/0001-30,BAUMER SA,MOGI MIRIM,1562,1970-05-20 00:00:00,1970-05-20 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,SP,Categoria A
ATIVO,17.344.597/0001-94,BB SEGURIDADE PARTICIPAÇÕES S.A.,BRASÍLIA,23159,2013-04-25 00:00:00,2013-04-25 00:00:00,Emp. Adm. Part. - Seguradoras e Corretoras,ESTATAL,SEDE,DF,Categoria A
ATIVO,01.107.327/0001-20,BBM LOGÍSTICA S.A.,SÃO JOSÉ DOS PINHAIS,24660,2019-02-27 00:00:00,2019-02-27 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,PR,Categoria A
ATIVO,01.107.327/0001-20,BBM LOGÍSTICA S.A.,SÃO JOSÉ DOS PINHAIS,24660,2019-02-27 00:00:00,2019-02-27 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,PR,Categoria A
CANCELADA,19.276.528/0001-16,BCBF PARTICIPAÇÕES S.A.,SÃO PAULO,24775,2019-09-16 00:00:00,2023-05-25 00:00:00,Emp. Adm. Part. - Serviços médicos,PRIVADO,SEDE,SP,Categoria B
CANCELADA,01.608.571/0001-76,BELAPART SA,RIO DE JANEIRO,16233,1997-04-23 00:00:00,2017-05-26 00:00:00,Emp. Adm. Part. - Crédito Imobiliário,PRIVADO HOLDING,SEDE,RJ,Categoria A
ATIVO,26.845.702/0001-60,BELÉM TRANSMISSORA DE ENERGIA S.A.,RIO DE JANEIRO,24457,2018-06-14 00:00:00,2018-06-14 00:00:00,Energia Elétrica,PRIVADO,SEDE,RJ,Categoria B
CANCELADA,14.200.618/0001-00,BELEZA PARTICIPAÇÕES SA,SÃO PAULO,22632,2011-12-12 00:00:00,2018-09-25 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP,Categoria A
ATIVO,52.805.925/0001-03,BELORA RDVC CITY DESENVOLVIMENTO IMOBILIÁRIO S.A.,SÃO PAULO,27570,2024-07-25 00:00:00,2024-07-25 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO HOLDING,SEDE,SP,Categoria A
CANCELADA,82.373.077/0001-71,BEMATECH  S/A,SÃO JOSÉ DOS PINHAIS,20656,2007-04-17 00:00:00,2016-02-16 00:00:00,Comunicação e Informática,PRIVADO,SEDE,PR,Categoria A
ATIVO,09.042.817/0001-05,BEMOBI MOBILE TECH S.A.,RIO DE JANEIRO,25500,2021-02-08 00:00:00,2021-02-08 00:00:00,Comunicação e Informática,PRIVADO,SEDE,RJ,Categoria A
CANCELADA,09.400.937/0001-29,BERNA PARTICIPAÇÕES SA,SÃO PAULO,21563,2008-07-31 00:00:00,2014-08-11 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP,Categoria A
CANCELADA,00.510.570/0001-21,BESC SA ARRENDAMENTO MERCANTIL,SÃO JOSÉ,15040,1995-09-19 00:00:00,2010-04-13 00:00:00,Arrendamento Mercantil,ESTATAL,SEDE,SC,Categoria A
CANCELADA,07.021.459/0001-10,BETA SECURITIZADORA S/A,SÃO PAULO,19747,2005-05-11 00:00:00,2019-10-30 00:00:00,Securitização de Recebíveis,ESTRANGEIRO,SEDE,SP,Categoria B
ATIVO,02.762.124/0001-30,BETAPART PARTICIPAÇÕES SA,RIO DE JANEIRO,17884,1998-11-06 00:00:00,1998-11-12 00:00:00,Emp. Adm. Part. - Crédito Imobiliário,PRIVADO HOLDING,SEDE,RJ,Categoria A
CANCELADA,43.425.008/0001-02,BFB LEASING S.A. ARRENDAMENTO MERCANTIL,SÃO PAULO,14052,1992-12-01 00:00:00,2012-05-24 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP,Categoria B
CANCELADA,04.987.555/0001-20,BGPAR SA,SÃO PAULO,19500,2004-01-06 00:00:00,2011-10-26 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,SP,Categoria B
CANCELADA,08.723.106/0001-25,BHG S.A. - BRAZIL HOSPITALITY GROUP,RIO DE JANEIRO,20907,2007-07-12 00:00:00,2015-07-13 00:00:00,Emp. Adm. Part. - Hospedagem e Turismo,PRIVADO,SEDE,RJ,Categoria A
CANCELADA,07.112.325/0001-05,BI CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS,SÃO PAULO,19704,2005-04-18 00:00:00,2018-05-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
ATIVO,56.992.423/0001-90,BICICLETAS MONARK SA,INDAIATUBA,1694,1971-12-01 00:00:00,1971-12-01 00:00:00,Brinquedos e Lazer,PRIVADO,SEDE,SP,Categoria A
ATIVO,45.987.245/0001-92,BIOMA EDUCAÇÃO S.A.,SÃO PAULO,701,1974-01-02 00:00:00,1974-01-02 00:00:00,Emp. Adm. Part. - Educação,PRIVADO,SEDE,SP,Categoria A
ATIVO,04.752.991/0001-10,BIOMM SA,NOVA LIMA,19305,2002-08-19 00:00:00,2002-08-19 00:00:00,Farmacêutico e Higiene,PRIVADO,SEDE,MG,Categoria A
ATIVO,04.069.709/0001-02,BIONEXO S.A.,SÃO PAULO,25925,2021-06-02 00:00:00,2021-06-02 00:00:00,Comunicação e Informática,PRIVADO,SEDE,SP,Categoria A
CANCELADA,15.527.906/0001-36,BIOSEV S.A.,SÃO PAULO,22845,2012-07-12 00:00:00,2021-06-25 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",ESTRANGEIRO HOLDING,SEDE,SP,Categoria A
ATIVO,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,COTIA,24627,2019-01-11 00:00:00,2019-01-11 00:00:00,Farmacêutico e Higiene,PRIVADO,SEDE,SP,Categoria A
ATIVO,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,COTIA,24627,2019-01-11 00:00:00,2019-01-11 00:00:00,Farmacêutico e Higiene,PRIVADO,SEDE,SP,Categoria A
SUSPENSO(A) - DECISÃO ADM,60.637.238/0001-54,BLUE TECH SOLUTIONS EQI S.A.,SÃO PAULO,12319,1985-03-14 00:00:00,2025-06-05 00:00:00,Alimentos,PRIVADO,SEDE,SP,Categoria A
ATIVO,24.921.465/0001-43,BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A,SÃO PAULO,26204,2021-09-23 00:00:00,2021-09-23 00:00:00,Brinquedos e Lazer,PRIVADO,SEDE,SP,Categoria A
CANCELADA,20.451.953/0001-83,BLUM COMPANHIA DE SECURITIZAÇÃO DE CRÉDITOS S.A,BARUERI,23760,2015-11-11 00:00:00,2022-06-01 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
CANCELADA,34.265.561/0001-34,BMG LEASING S.A. -  ARREND. MERCANTIL,SÃO PAULO,1724,1980-12-05 00:00:00,2019-08-12 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP,Categoria A
ATIVO,00.383.281/0001-09,BNDES PARTICIPAÇÕES S.A. - BNDESPAR,BRASÍLIA,16772,1998-01-13 00:00:00,1998-01-13 00:00:00,Emp. Adm. Part. - Sem Setor Principal,ESTATAL,SEDE,DF,Categoria B
ATIVO,10.807.374/0001-77,BOA SAFRA SEMENTES S.A,FORMOSA,25704,2021-04-19 00:00:00,2021-04-19 00:00:00,Alimentos,PRIVADO,SEDE,GO,Categoria A
CANCELADA,11.725.176/0001-27,BOA VISTA SERVIÇOS S.A.,BARUERI,25135,2020-09-28 00:00:00,2023-10-18 00:00:00,Comunicação e Informática,PRIVADO,SEDE,SP,Categoria A
CANCELADA,10.894.123/0001-77,BOLERO PARTICIPAÇÕES SA,RIO DE JANEIRO,22039,2010-05-27 00:00:00,2015-06-18 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,RJ,Categoria B
CANCELADA,00.257.846/0001-01,BOMBRIL HOLDING SA,SÃO BERNARDO DO CAMPO,15334,1996-01-12 00:00:00,2011-08-18 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,SP,Categoria A
ATIVO,50.564.053/0001-03,BOMBRIL S.A. - EM RECUPERAÇÃO JUDICIAL,SÃO BERNARDO DO CAMPO,12190,1984-09-26 00:00:00,1984-09-26 00:00:00,Farmacêutico e Higiene,PRIVADO,SEDE,SP,Categoria A
ATIVO,02.117.801/0001-67,BONAIRE PARTICIPAÇÕES S.A.- EM LIQUIDAÇÃO,RIO DE JANEIRO,16560,1997-11-03 00:00:00,1997-11-03 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,RJ,Categoria A
ATIVO,87.870.952/0001-44,BORRACHAS VIPAL S.A.,NOVA PRATA,26980,2022-10-21 00:00:00,2022-10-21 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,RS,Categoria A
CANCELADA,61.087.581/0001-35,BOTUCATU TÊXTIL S. A.,BOTUCATU,10987,1982-06-02 00:00:00,2012-07-09 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,SP,Categoria A
CANCELADA,15.483.430/0001-89,BPMB I PARTICIPAÇÕES S.A.,SÃO PAULO,23108,2013-03-22 00:00:00,2015-09-15 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP,Categoria A
CANCELADA,11.102.250/0001-59,BR HOME CENTERS S.A.,GOIÂNIA,23710,2015-09-30 00:00:00,2019-11-08 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,GO,Categoria A
ATIVO,06.977.745/0001-91,BR MALLS PARTICIPAÇOES S.A.,RIO DE JANEIRO,19909,2006-01-04 00:00:00,2006-01-04 00:00:00,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO HOLDING,SEDE,RJ,Categoria B
ATIVO,06.977.745/0001-91,BR MALLS PARTICIPAÇOES S.A.,RIO DE JANEIRO,19909,2006-01-04 00:00:00,2006-01-04 00:00:00,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO HOLDING,SEDE,RJ,Categoria B
CANCELADA,06.977.751/0001-49,BR PROPERTIES S.A.,SÃO PAULO,19925,2006-01-04 00:00:00,2023-12-20 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,SP,Categoria A
CANCELADA,06.977.751/0001-49,BR PROPERTIES S.A.,SÃO PAULO,19925,2006-01-04 00:00:00,2023-12-20 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,SP,Categoria A
CANCELADA,14.206.371/0001-39,BR TOWERS SPE1 S.A.,SÃO PAULO,23205,2013-09-20 00:00:00,2018-12-05 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP,Categoria B
ATIVO,47.509.120/0001-82,BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL,OSASCO,19640,2004-11-24 00:00:00,2004-11-24 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP,Categoria B
ATIVO,03.847.461/0001-92,BRADESPAR S/A,SÃO PAULO,18724,2000-08-07 00:00:00,2000-08-07 00:00:00,Emp. Adm. Part. - Extração Mineral,PRIVADO HOLDING,SEDE,SP,Categoria A
ATIVO,58.119.199/0001-51,BRADSAÚDE S.A.,BARUERI,20125,2006-06-13 00:00:00,2006-06-13 00:00:00,Serviços Médicos,PRIVADO,SEDE,SP,Categoria A
CANCELADA,04.833.448/0001-47,BRASIL BELEM HOTEIS E TURISMO SA,BELÉM,1937,1974-08-08 00:00:00,2010-01-04 00:00:00,Hospedagem e Turismo,PRIVADO,SEDE,PA,Categoria A
ATIVO,09.478.309/0001-66,BRASIL BIOFUELS S.A.,SÃO JOÃO DA BALIZA,27375,2023-12-15 00:00:00,2023-12-15 00:00:00,Energia Elétrica,PRIVADO,SEDE,RR,Categoria B
CANCELADA,12.610.764/0001-88,BRASIL PLURAL SECURITIZADORA S.A.,SÃO PAULO,22233,2010-11-09 00:00:00,2018-04-30 00:00:00,Securitização de Recebíveis,PRIVADO HOLDING,SEDE,SP,Categoria B
CANCELADA,13.483.537/0001-00,BRASIL SECURITIZADORA S.A.,GUARAMIRIM,24287,2017-12-12 00:00:00,2021-07-09 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SC,Categoria B
ATIVO,35.764.708/0001-01,BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A.,SÃO PAULO,27499,2024-05-27 00:00:00,2024-05-27 00:00:00,Telecomunicações,PRIVADO,SEDE,SP,Categoria B
CANCELADA,13.776.362/0001-10,BRASIL TRAVEL TURISMO E PARTICIPAÇÕES S/A,SÃO PAULO,22705,2012-01-30 00:00:00,2012-09-03 00:00:00,Emp. Adm. Part. - Hospedagem e Turismo,PRIVADO HOLDING,SEDE,SP,Categoria A
ATIVO,07.628.528/0001-59,BRASILAGRO CIA BRAS DE PROP AGRICOLAS,SÃO PAULO,20036,2006-04-25 00:00:00,2006-04-25 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",ESTRANGEIRO,SEDE,SP,Categoria A
CANCELADA,08.773.191/0001-36,BRASILIANA PARTICIPAÇÕES S.A.,SÃO PAULO,23930,2016-06-23 00:00:00,2025-01-08 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,SP,Categoria A
ATIVO,42.150.391/0001-70,BRASKEM S.A.,CAMAÇARI,4820,1978-12-18 00:00:00,1978-12-18 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,BA,Categoria A
CANCELADA,61.084.984/0001-20,BRASMOTOR SA,SÃO PAULO,1970,1969-08-08 00:00:00,2016-12-22 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",ESTRANGEIRO,SEDE,SP,Categoria A
ATIVO,12.091.809/0001-55,BRAVA ENERGIA S.A.,RIO DE JANEIRO,25291,2020-11-09 00:00:00,2020-11-09 00:00:00,Petróleo e Gás,PRIVADO,SEDE,RJ,Categoria A
ATIVO,12.091.809/0001-55,BRAVA ENERGIA S.A.,RIO DE JANEIRO,25291,2020-11-09 00:00:00,2020-11-09 00:00:00,Petróleo e Gás,PRIVADO,SEDE,RJ,Categoria A
CANCELADA,10.826.798/0001-89,BRAZAL - BRASIL ALIMENTOS S.A.,SÃO PAULO,21865,2009-12-11 00:00:00,2016-08-30 00:00:00,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO,SEDE,SP,Categoria A
ATIVO,14.292.540/0001-09,"BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A",NOVA LIMA,27316,2023-09-04 00:00:00,2023-09-04 00:00:00,Telecomunicações,PRIVADO HOLDING,SEDE,MG,Categoria B
CANCELADA,02.762.113/0001-50,BRAZILIAN FINANCE & REAL ESTATE S.A.,SÃO PAULO,17922,1998-11-10 00:00:00,2024-08-16 00:00:00,Emp. Adm. Part. - Crédito Imobiliário,PRIVADO,SEDE,SP,Categoria B
CANCELADA,03.767.538/0001-14,BRAZILIAN SECURITIES CIA SECURITIZAÇÃO,SÃO PAULO,18759,2000-09-04 00:00:00,2026-03-11 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
ATIVO,00.000.208/0001-00,BRB BANCO DE BRASILIA SA,BRASÍLIA,14206,1993-09-24 00:00:00,1993-09-24 00:00:00,Bancos,ESTATAL,SEDE,DF,Categoria A
ATIVO,10.739.356/0001-03,BRBI BR PARTNERS S.A,SÃO PAULO,25860,2021-05-13 00:00:00,2021-05-13 00:00:00,Emp. Adm. Part. - Bancos,PRIVADO,SEDE,SP,Categoria A
CANCELADA,08.653.753/0001-08,BRC SECURITIZADORA SA,SÃO PAULO,20672,2007-04-20 00:00:00,2020-06-29 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
ATIVO,01.838.723/0001-27,BRF S.A.,ITAJAÍ,16292,1997-06-24 00:00:00,1997-06-24 00:00:00,Emp. Adm. Part. - Alimentos,PRIVADO,SEDE,SC,Categoria B
CANCELADA,19.796.586/0001-70,BRISANET PARTICIPAÇÕES S.A.,PEREIRO,26085,2021-07-27 00:00:00,2024-12-04 00:00:00,Emp. Adm. Part. - Telecomunicações,PRIVADO,SEDE,CE,Categoria A
ATIVO,04.601.397/0001-28,BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.,PEREIRO,27693,2024-11-05 00:00:00,2024-11-05 00:00:00,Telecomunicações,PRIVADO,SEDE,CE,Categoria A
ATIVO,39.580.673/0001-01,BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.,MACEIÓ,26999,2022-11-07 00:00:00,2022-11-07 00:00:00,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",PRIVADO,SEDE,AL,Categoria B
